id1,id2,pair_id,true_class,predicted_class,score_S
CHEBI_29640,CHEBI_63789,CHEBI_29640_CHEBI_63789,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_198463,CHEBI_207893,CHEBI_198463_CHEBI_207893,Diastereomers,Diastereomers,100.0
CHEBI_155435,CHEBI_150275,CHEBI_150275_CHEBI_155435,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_131801,CHEBI_131796,CHEBI_131796_CHEBI_131801,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_197669,CHEBI_203665,CHEBI_197669_CHEBI_203665,Diastereomers,Diastereomers,100.0
CHEBI_99801,CHEBI_97593,CHEBI_97593_CHEBI_99801,Diastereomers,Diastereomers,100.0
CHEBI_145414,CHEBI_145413,CHEBI_145413_CHEBI_145414,Enantiomers,Enantiomers,100.0
CHEBI_546807,CHEBI_61243,CHEBI_546807_CHEBI_61243,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_18743,CHEBI_18657,CHEBI_18657_CHEBI_18743,Enantiomers,Enantiomers,100.0
CHEBI_29491,CHEBI_76802,CHEBI_29491_CHEBI_76802,Protomers,Protomers,95.0
CHEBI_17879,CHEBI_30763,CHEBI_17879_CHEBI_30763,Protomers,Protomers,89.0
CHEBI_82647,CHEBI_82652,CHEBI_82647_CHEBI_82652,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_140412,CHEBI_140269,CHEBI_140269_CHEBI_140412,Protomers,Protomers,91.0
CHEBI_205633,CHEBI_227958,CHEBI_205633_CHEBI_227958,Diastereomers,Diastereomers,100.0
CHEBI_122477,CHEBI_122238,CHEBI_122238_CHEBI_122477,Diastereomers,Diastereomers,100.0
CHEBI_75502,CHEBI_75055,CHEBI_75055_CHEBI_75502,Diastereomers,Diastereomers,100.0
CHEBI_157606,CHEBI_72758,CHEBI_157606_CHEBI_72758,Enantiomers,Diastereomers,77.0
CHEBI_58818,CHEBI_50271,CHEBI_50271_CHEBI_58818,Protomers,Protomers,90.0
CHEBI_74947,CHEBI_61918,CHEBI_61918_CHEBI_74947,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_148029,CHEBI_152131,CHEBI_148029_CHEBI_152131,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_49008,CHEBI_49009,CHEBI_49008_CHEBI_49009,Enantiomers,Enantiomers,100.0
CHEBI_62783,CHEBI_62797,CHEBI_62783_CHEBI_62797,Stereo-resolution pairs,Stereo-resolution pairs,78.0
CHEBI_202952,CHEBI_202777,CHEBI_202777_CHEBI_202952,Diastereomers,Diastereomers,100.0
CHEBI_225481,CHEBI_225486,CHEBI_225481_CHEBI_225486,Diastereomers,Diastereomers,100.0
CHEBI_87628,CHEBI_776,CHEBI_776_CHEBI_87628,Diastereomers,Diastereomers,100.0
CHEBI_32168,CHEBI_64122,CHEBI_32168_CHEBI_64122,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_178082,CHEBI_68236,CHEBI_178082_CHEBI_68236,Protomers,Protomers,97.0
CHEBI_37469,CHEBI_37471,CHEBI_37469_CHEBI_37471,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_47808,CHEBI_47809,CHEBI_47808_CHEBI_47809,Enantiomers,Enantiomers,100.0
CHEBI_126784,CHEBI_127911,CHEBI_126784_CHEBI_127911,Diastereomers,Diastereomers,100.0
CHEBI_138594,CHEBI_138593,CHEBI_138593_CHEBI_138594,Enantiomers,Enantiomers,100.0
CHEBI_65192,CHEBI_156722,CHEBI_156722_CHEBI_65192,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_175490,CHEBI_143749,CHEBI_143749_CHEBI_175490,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_142912,CHEBI_131754,CHEBI_131754_CHEBI_142912,Diastereomers,Diastereomers,100.0
CHEBI_200842,CHEBI_204342,CHEBI_200842_CHEBI_204342,Diastereomers,Diastereomers,100.0
CHEBI_125455,CHEBI_81526,CHEBI_125455_CHEBI_81526,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_142724,CHEBI_142511,CHEBI_142511_CHEBI_142724,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_98837,CHEBI_98584,CHEBI_98584_CHEBI_98837,Diastereomers,Diastereomers,100.0
CHEBI_109894,CHEBI_109872,CHEBI_109872_CHEBI_109894,Diastereomers,Diastereomers,100.0
CHEBI_182073,CHEBI_28852,CHEBI_182073_CHEBI_28852,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_229940,CHEBI_79047,CHEBI_229940_CHEBI_79047,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_146290,CHEBI_77913,CHEBI_146290_CHEBI_77913,Enantiomers,Enantiomers,100.0
CHEBI_188074,CHEBI_50122,CHEBI_188074_CHEBI_50122,Protomers,Protomers,93.0
CHEBI_211532,CHEBI_213996,CHEBI_211532_CHEBI_213996,Diastereomers,Diastereomers,80.0
CHEBI_102631,CHEBI_95393,CHEBI_102631_CHEBI_95393,Diastereomers,Diastereomers,100.0
CHEBI_59175,CHEBI_240107,CHEBI_240107_CHEBI_59175,Protomers,Protomers,94.0
CHEBI_50246,CHEBI_50245,CHEBI_50245_CHEBI_50246,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_55379,CHEBI_55401,CHEBI_55379_CHEBI_55401,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_50006,CHEBI_50008,CHEBI_50006_CHEBI_50008,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_60837,CHEBI_28181,CHEBI_28181_CHEBI_60837,Protomers,Protomers,96.0
CHEBI_181895,CHEBI_57805,CHEBI_181895_CHEBI_57805,Stereo-resolution pairs,Stereo-resolution pairs,86.0
CHEBI_59961,CHEBI_63445,CHEBI_59961_CHEBI_63445,Diastereomers,Diastereomers,100.0
CHEBI_118120,CHEBI_118150,CHEBI_118120_CHEBI_118150,Diastereomers,Diastereomers,100.0
CHEBI_205564,CHEBI_156357,CHEBI_156357_CHEBI_205564,Diastereomers,Diastereomers,76.0
CHEBI_47571,CHEBI_40729,CHEBI_40729_CHEBI_47571,Diastereomers,Diastereomers,100.0
CHEBI_118371,CHEBI_118236,CHEBI_118236_CHEBI_118371,Diastereomers,Diastereomers,100.0
CHEBI_136432,CHEBI_137211,CHEBI_136432_CHEBI_137211,Protomers,Protomers,92.0
CHEBI_143722,CHEBI_143902,CHEBI_143722_CHEBI_143902,Protomers,Protomers,94.0
CHEBI_168734,CHEBI_6072,CHEBI_168734_CHEBI_6072,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_39049,CHEBI_43960,CHEBI_39049_CHEBI_43960,Protomers,Protomers,94.0
CHEBI_78662,CHEBI_15441,CHEBI_15441_CHEBI_78662,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_50470,CHEBI_44632,CHEBI_44632_CHEBI_50470,Enantiomers,Enantiomers,100.0
CHEBI_34752,CHEBI_187065,CHEBI_187065_CHEBI_34752,Stereo-resolution pairs,Stereo-resolution pairs,77.0
CHEBI_175960,CHEBI_71004,CHEBI_175960_CHEBI_71004,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_150842,CHEBI_148353,CHEBI_148353_CHEBI_150842,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_177510,CHEBI_7633,CHEBI_177510_CHEBI_7633,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_167554,CHEBI_167557,CHEBI_167554_CHEBI_167557,Protomers,Protomers,96.0
CHEBI_166516,CHEBI_196007,CHEBI_166516_CHEBI_196007,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_91809,CHEBI_77154,CHEBI_77154_CHEBI_91809,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_131763,CHEBI_131765,CHEBI_131763_CHEBI_131765,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_53455,CHEBI_28518,CHEBI_28518_CHEBI_53455,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_220156,CHEBI_215924,CHEBI_215924_CHEBI_220156,Diastereomers,Diastereomers,100.0
CHEBI_62263,CHEBI_150778,CHEBI_150778_CHEBI_62263,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_191805,CHEBI_76147,CHEBI_191805_CHEBI_76147,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_5396,CHEBI_79324,CHEBI_5396_CHEBI_79324,Protomers,Protomers,96.0
CHEBI_154381,CHEBI_154829,CHEBI_154381_CHEBI_154829,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_58444,CHEBI_18321,CHEBI_18321_CHEBI_58444,Protomers,Protomers,92.0
CHEBI_15382,CHEBI_15383,CHEBI_15382_CHEBI_15383,Enantiomers,Enantiomers,100.0
CHEBI_67571,CHEBI_67573,CHEBI_67571_CHEBI_67573,Diastereomers,Diastereomers,100.0
CHEBI_149545,CHEBI_148773,CHEBI_148773_CHEBI_149545,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_126082,CHEBI_129513,CHEBI_126082_CHEBI_129513,Diastereomers,Diastereomers,100.0
CHEBI_148351,CHEBI_71053,CHEBI_148351_CHEBI_71053,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_167857,CHEBI_84156,CHEBI_167857_CHEBI_84156,Diastereomers,Diastereomers,77.0
CHEBI_225446,CHEBI_225440,CHEBI_225440_CHEBI_225446,Diastereomers,Diastereomers,100.0
CHEBI_60285,CHEBI_74986,CHEBI_60285_CHEBI_74986,Stereo-resolution pairs,Stereo-resolution pairs,91.0
CHEBI_77898,CHEBI_77903,CHEBI_77898_CHEBI_77903,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_198249,CHEBI_218254,CHEBI_198249_CHEBI_218254,Diastereomers,Diastereomers,100.0
CHEBI_57700,CHEBI_141212,CHEBI_141212_CHEBI_57700,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_227877,CHEBI_211052,CHEBI_211052_CHEBI_227877,Diastereomers,Diastereomers,100.0
CHEBI_60488,CHEBI_15982,CHEBI_15982_CHEBI_60488,Protomers,Protomers,98.0
CHEBI_220778,CHEBI_69050,CHEBI_220778_CHEBI_69050,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_16697,CHEBI_156384,CHEBI_156384_CHEBI_16697,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_120146,CHEBI_120331,CHEBI_120146_CHEBI_120331,Diastereomers,Diastereomers,100.0
CHEBI_147859,CHEBI_152824,CHEBI_147859_CHEBI_152824,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_32913,CHEBI_43043,CHEBI_32913_CHEBI_43043,Protomers,Protomers,89.0
CHEBI_76132,CHEBI_76131,CHEBI_76131_CHEBI_76132,Enantiomers,Enantiomers,100.0
CHEBI_97247,CHEBI_101959,CHEBI_101959_CHEBI_97247,Diastereomers,Diastereomers,100.0
CHEBI_32730,CHEBI_32712,CHEBI_32712_CHEBI_32730,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_126122,CHEBI_128886,CHEBI_126122_CHEBI_128886,Diastereomers,Diastereomers,100.0
CHEBI_209770,CHEBI_209762,CHEBI_209762_CHEBI_209770,Diastereomers,Diastereomers,100.0
CHEBI_178679,CHEBI_58058,CHEBI_178679_CHEBI_58058,Stereo-resolution pairs,Stereo-resolution pairs,81.0
CHEBI_87552,CHEBI_87554,CHEBI_87552_CHEBI_87554,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_118192,CHEBI_117983,CHEBI_117983_CHEBI_118192,Diastereomers,Diastereomers,100.0
CHEBI_59563,CHEBI_87201,CHEBI_59563_CHEBI_87201,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_206651,CHEBI_205819,CHEBI_205819_CHEBI_206651,Diastereomers,Diastereomers,100.0
CHEBI_16150,CHEBI_30746,CHEBI_16150_CHEBI_30746,Protomers,Protomers,89.0
CHEBI_73604,CHEBI_191202,CHEBI_191202_CHEBI_73604,Protomers,Protomers,83.0
CHEBI_205019,CHEBI_80072,CHEBI_205019_CHEBI_80072,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_142494,CHEBI_150341,CHEBI_142494_CHEBI_150341,Stereo-resolution pairs,Stereo-resolution pairs,78.0
CHEBI_199130,CHEBI_213449,CHEBI_199130_CHEBI_213449,Diastereomers,Diastereomers,78.0
CHEBI_151010,CHEBI_157154,CHEBI_151010_CHEBI_157154,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_111514,CHEBI_47013,CHEBI_111514_CHEBI_47013,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_17459,CHEBI_18202,CHEBI_17459_CHEBI_18202,Enantiomers,Enantiomers,100.0
CHEBI_744019,CHEBI_60631,CHEBI_60631_CHEBI_744019,Protomers,Protomers,90.0
CHEBI_118036,CHEBI_118173,CHEBI_118036_CHEBI_118173,Diastereomers,Diastereomers,100.0
CHEBI_74009,CHEBI_74097,CHEBI_74009_CHEBI_74097,Protomers,Protomers,94.0
CHEBI_23958,CHEBI_27913,CHEBI_23958_CHEBI_27913,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_59711,CHEBI_52141,CHEBI_52141_CHEBI_59711,Protomers,Protomers,88.0
CHEBI_39312,CHEBI_39310,CHEBI_39310_CHEBI_39312,Enantiomers,Enantiomers,100.0
CHEBI_90793,CHEBI_91133,CHEBI_90793_CHEBI_91133,Protomers,Protomers,95.0
CHEBI_210743,CHEBI_210747,CHEBI_210743_CHEBI_210747,Diastereomers,Diastereomers,100.0
CHEBI_70756,CHEBI_87840,CHEBI_70756_CHEBI_87840,Diastereomers,Diastereomers,81.0
CHEBI_238698,CHEBI_59184,CHEBI_238698_CHEBI_59184,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_58768,CHEBI_49008,CHEBI_49008_CHEBI_58768,Protomers,Protomers,92.0
CHEBI_64187,CHEBI_64190,CHEBI_64187_CHEBI_64190,Protomers,Protomers,92.0
CHEBI_86359,CHEBI_33198,CHEBI_33198_CHEBI_86359,Enantiomers,Enantiomers,100.0
CHEBI_215255,CHEBI_199834,CHEBI_199834_CHEBI_215255,Diastereomers,Diastereomers,100.0
CHEBI_225872,CHEBI_209951,CHEBI_209951_CHEBI_225872,Diastereomers,Diastereomers,96.0
CHEBI_133883,CHEBI_136426,CHEBI_133883_CHEBI_136426,Protomers,Protomers,92.0
CHEBI_187055,CHEBI_157709,CHEBI_157709_CHEBI_187055,Diastereomers,Diastereomers,77.0
CHEBI_17738,CHEBI_37041,CHEBI_17738_CHEBI_37041,Protomers,Protomers,91.0
CHEBI_146446,CHEBI_147970,CHEBI_146446_CHEBI_147970,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_57511,CHEBI_15776,CHEBI_15776_CHEBI_57511,Protomers,Protomers,92.0
CHEBI_207536,CHEBI_200978,CHEBI_200978_CHEBI_207536,Diastereomers,Diastereomers,76.0
CHEBI_141057,CHEBI_141055,CHEBI_141055_CHEBI_141057,Protomers,Protomers,88.0
CHEBI_133464,CHEBI_233891,CHEBI_133464_CHEBI_233891,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_166452,CHEBI_136957,CHEBI_136957_CHEBI_166452,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_68660,CHEBI_68659,CHEBI_68659_CHEBI_68660,Protomers,Protomers,98.0
CHEBI_155161,CHEBI_152439,CHEBI_152439_CHEBI_155161,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_134512,CHEBI_2469,CHEBI_134512_CHEBI_2469,Protomers,Protomers,95.0
CHEBI_83673,CHEBI_83674,CHEBI_83673_CHEBI_83674,Enantiomers,Enantiomers,100.0
CHEBI_193379,CHEBI_186952,CHEBI_186952_CHEBI_193379,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_57734,CHEBI_58336,CHEBI_57734_CHEBI_58336,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_126347,CHEBI_108806,CHEBI_108806_CHEBI_126347,Diastereomers,Diastereomers,100.0
CHEBI_35071,CHEBI_35064,CHEBI_35064_CHEBI_35071,Diastereomers,Diastereomers,100.0
CHEBI_204223,CHEBI_200093,CHEBI_200093_CHEBI_204223,Diastereomers,Diastereomers,100.0
CHEBI_73939,CHEBI_73978,CHEBI_73939_CHEBI_73978,Protomers,Protomers,92.0
CHEBI_211471,CHEBI_209466,CHEBI_209466_CHEBI_211471,Diastereomers,Diastereomers,100.0
CHEBI_62658,CHEBI_150486,CHEBI_150486_CHEBI_62658,Stereo-resolution pairs,Stereo-resolution pairs,77.0
CHEBI_80408,CHEBI_44391,CHEBI_44391_CHEBI_80408,Stereo-resolution pairs,Stereo-resolution pairs,78.0
CHEBI_119549,CHEBI_119508,CHEBI_119508_CHEBI_119549,Diastereomers,Stereo-resolution pairs,78.0
CHEBI_191226,CHEBI_195709,CHEBI_191226_CHEBI_195709,Diastereomers,Diastereomers,80.0
CHEBI_58215,CHEBI_17633,CHEBI_17633_CHEBI_58215,Protomers,Protomers,93.0
CHEBI_190402,CHEBI_190403,CHEBI_190402_CHEBI_190403,Protomers,Protomers,93.0
CHEBI_178193,CHEBI_25205,CHEBI_178193_CHEBI_25205,Diastereomers,Diastereomers,84.0
CHEBI_64772,CHEBI_64855,CHEBI_64772_CHEBI_64855,Protomers,Protomers,91.0
CHEBI_101832,CHEBI_103099,CHEBI_101832_CHEBI_103099,Diastereomers,Diastereomers,100.0
CHEBI_35430,CHEBI_176514,CHEBI_176514_CHEBI_35430,Stereo-resolution pairs,Stereo-resolution pairs,92.0
CHEBI_144332,CHEBI_52997,CHEBI_144332_CHEBI_52997,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_18333,CHEBI_18403,CHEBI_18333_CHEBI_18403,Enantiomers,Enantiomers,100.0
CHEBI_53771,CHEBI_53772,CHEBI_53771_CHEBI_53772,Enantiomers,Enantiomers,100.0
CHEBI_138739,CHEBI_138740,CHEBI_138739_CHEBI_138740,Enantiomers,Enantiomers,100.0
CHEBI_138112,CHEBI_138121,CHEBI_138112_CHEBI_138121,Diastereomers,Diastereomers,100.0
CHEBI_49168,CHEBI_149689,CHEBI_149689_CHEBI_49168,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_85380,CHEBI_85377,CHEBI_85377_CHEBI_85380,Protomers,Protomers,92.0
CHEBI_50524,CHEBI_18135,CHEBI_18135_CHEBI_50524,Protomers,Protomers,89.0
CHEBI_144332,CHEBI_53651,CHEBI_144332_CHEBI_53651,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_60725,CHEBI_183849,CHEBI_183849_CHEBI_60725,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_216489,CHEBI_202772,CHEBI_202772_CHEBI_216489,Diastereomers,Diastereomers,100.0
CHEBI_129506,CHEBI_125957,CHEBI_125957_CHEBI_129506,Diastereomers,Stereo-resolution pairs,81.0
CHEBI_216286,CHEBI_200692,CHEBI_200692_CHEBI_216286,Diastereomers,Diastereomers,100.0
CHEBI_179573,CHEBI_177513,CHEBI_177513_CHEBI_179573,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_106298,CHEBI_106131,CHEBI_106131_CHEBI_106298,Diastereomers,Diastereomers,100.0
CHEBI_166847,CHEBI_166846,CHEBI_166846_CHEBI_166847,Protomers,Protomers,90.0
CHEBI_59927,CHEBI_59928,CHEBI_59927_CHEBI_59928,Diastereomers,Diastereomers,100.0
CHEBI_21217,CHEBI_74169,CHEBI_21217_CHEBI_74169,Protomers,Protomers,89.0
CHEBI_47833,CHEBI_87826,CHEBI_47833_CHEBI_87826,Stereo-resolution pairs,Stereo-resolution pairs,88.0
CHEBI_99192,CHEBI_97640,CHEBI_97640_CHEBI_99192,Diastereomers,Diastereomers,100.0
CHEBI_49301,CHEBI_49309,CHEBI_49301_CHEBI_49309,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_39157,CHEBI_39158,CHEBI_39157_CHEBI_39158,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_101376,CHEBI_98721,CHEBI_101376_CHEBI_98721,Diastereomers,Diastereomers,100.0
CHEBI_153599,CHEBI_148236,CHEBI_148236_CHEBI_153599,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_218999,CHEBI_220113,CHEBI_218999_CHEBI_220113,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_88046,CHEBI_88049,CHEBI_88046_CHEBI_88049,Diastereomers,Diastereomers,100.0
CHEBI_143025,CHEBI_133462,CHEBI_133462_CHEBI_143025,Protomers,Protomers,93.0
CHEBI_149378,CHEBI_157393,CHEBI_149378_CHEBI_157393,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_141477,CHEBI_141479,CHEBI_141477_CHEBI_141479,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_27455,CHEBI_30956,CHEBI_27455_CHEBI_30956,Protomers,Protomers,88.0
CHEBI_17306,CHEBI_18147,CHEBI_17306_CHEBI_18147,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_205555,CHEBI_205813,CHEBI_205555_CHEBI_205813,Diastereomers,Diastereomers,100.0
CHEBI_57422,CHEBI_15582,CHEBI_15582_CHEBI_57422,Protomers,Protomers,86.0
CHEBI_4969,CHEBI_132399,CHEBI_132399_CHEBI_4969,Diastereomers,Diastereomers,100.0
CHEBI_124730,CHEBI_124857,CHEBI_124730_CHEBI_124857,Diastereomers,Diastereomers,100.0
CHEBI_93764,CHEBI_94627,CHEBI_93764_CHEBI_94627,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_117932,CHEBI_118081,CHEBI_117932_CHEBI_118081,Diastereomers,Diastereomers,100.0
CHEBI_141966,CHEBI_146230,CHEBI_141966_CHEBI_146230,Protomers,Protomers,91.0
CHEBI_157619,CHEBI_157622,CHEBI_157619_CHEBI_157622,Protomers,Protomers,89.0
CHEBI_229017,CHEBI_156526,CHEBI_156526_CHEBI_229017,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_181177,CHEBI_50481,CHEBI_181177_CHEBI_50481,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_29027,CHEBI_28805,CHEBI_28805_CHEBI_29027,Diastereomers,Diastereomers,83.0
CHEBI_62146,CHEBI_62148,CHEBI_62146_CHEBI_62148,Diastereomers,Diastereomers,100.0
CHEBI_157730,CHEBI_138040,CHEBI_138040_CHEBI_157730,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_98446,CHEBI_101051,CHEBI_101051_CHEBI_98446,Diastereomers,Diastereomers,100.0
CHEBI_530615,CHEBI_3696,CHEBI_3696_CHEBI_530615,Protomers,Protomers,95.0
CHEBI_76284,CHEBI_76285,CHEBI_76284_CHEBI_76285,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_224595,CHEBI_212713,CHEBI_212713_CHEBI_224595,Diastereomers,Diastereomers,88.0
CHEBI_34146,CHEBI_34144,CHEBI_34144_CHEBI_34146,Enantiomers,Enantiomers,100.0
CHEBI_217713,CHEBI_217707,CHEBI_217707_CHEBI_217713,Diastereomers,Diastereomers,100.0
CHEBI_75052,CHEBI_75150,CHEBI_75052_CHEBI_75150,Protomers,Protomers,93.0
CHEBI_85414,CHEBI_85811,CHEBI_85414_CHEBI_85811,Protomers,Protomers,96.0
CHEBI_28995,CHEBI_30748,CHEBI_28995_CHEBI_30748,Protomers,Protomers,91.0
CHEBI_88310,CHEBI_88308,CHEBI_88308_CHEBI_88310,Protomers,Protomers,96.0
CHEBI_51833,CHEBI_17992,CHEBI_17992_CHEBI_51833,Diastereomers,Diastereomers,100.0
CHEBI_133670,CHEBI_82914,CHEBI_133670_CHEBI_82914,Protomers,Protomers,90.0
CHEBI_16659,CHEBI_32398,CHEBI_16659_CHEBI_32398,Protomers,Protomers,88.0
CHEBI_124951,CHEBI_125844,CHEBI_124951_CHEBI_125844,Diastereomers,Diastereomers,100.0
CHEBI_76058,CHEBI_75963,CHEBI_75963_CHEBI_76058,Protomers,Protomers,94.0
CHEBI_179494,CHEBI_179488,CHEBI_179488_CHEBI_179494,Diastereomers,Diastereomers,83.0
CHEBI_35519,CHEBI_20664,CHEBI_20664_CHEBI_35519,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_15394,CHEBI_15393,CHEBI_15393_CHEBI_15394,Enantiomers,Enantiomers,100.0
CHEBI_546808,CHEBI_145619,CHEBI_145619_CHEBI_546808,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_90334,CHEBI_90327,CHEBI_90327_CHEBI_90334,Diastereomers,Diastereomers,100.0
CHEBI_57680,CHEBI_16210,CHEBI_16210_CHEBI_57680,Protomers,Protomers,94.0
CHEBI_57846,CHEBI_58313,CHEBI_57846_CHEBI_58313,Diastereomers,Diastereomers,100.0
CHEBI_19761,CHEBI_37458,CHEBI_19761_CHEBI_37458,Protomers,Protomers,93.0
CHEBI_63469,CHEBI_19929,CHEBI_19929_CHEBI_63469,Protomers,Protomers,92.0
CHEBI_142228,CHEBI_142227,CHEBI_142227_CHEBI_142228,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_15412,CHEBI_28785,CHEBI_15412_CHEBI_28785,Enantiomers,Enantiomers,100.0
CHEBI_201073,CHEBI_201152,CHEBI_201073_CHEBI_201152,Diastereomers,Diastereomers,100.0
CHEBI_59512,CHEBI_3697,CHEBI_3697_CHEBI_59512,Protomers,Protomers,96.0
CHEBI_29585,CHEBI_42790,CHEBI_29585_CHEBI_42790,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_17865,CHEBI_48430,CHEBI_17865_CHEBI_48430,Protomers,Protomers,90.0
CHEBI_155877,CHEBI_63421,CHEBI_155877_CHEBI_63421,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_175871,CHEBI_154912,CHEBI_154912_CHEBI_175871,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_74406,CHEBI_74628,CHEBI_74406_CHEBI_74628,Protomers,Protomers,97.0
CHEBI_189824,CHEBI_189663,CHEBI_189663_CHEBI_189824,Protomers,Protomers,93.0
CHEBI_148029,CHEBI_71341,CHEBI_148029_CHEBI_71341,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_36487,CHEBI_36486,CHEBI_36486_CHEBI_36487,Protomers,Protomers,95.0
CHEBI_144637,CHEBI_18240,CHEBI_144637_CHEBI_18240,Enantiomers,Enantiomers,100.0
CHEBI_182275,CHEBI_181853,CHEBI_181853_CHEBI_182275,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_181909,CHEBI_31959,CHEBI_181909_CHEBI_31959,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_234324,CHEBI_31856,CHEBI_234324_CHEBI_31856,Diastereomers,Diastereomers,100.0
CHEBI_129419,CHEBI_130577,CHEBI_129419_CHEBI_130577,Diastereomers,Stereo-resolution pairs,76.0
CHEBI_102926,CHEBI_98387,CHEBI_102926_CHEBI_98387,Diastereomers,Diastereomers,100.0
CHEBI_153406,CHEBI_152391,CHEBI_152391_CHEBI_153406,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_175876,CHEBI_153127,CHEBI_153127_CHEBI_175876,Stereo-resolution pairs,Stereo-resolution pairs,77.0
