id1,id2,pair_id,true_class,predicted_class,score_S
CHEBI_90102,CHEBI_90098,CHEBI_90098_CHEBI_90102,Enantiomers,Enantiomers,100.0
CHEBI_88318,CHEBI_88320,CHEBI_88318_CHEBI_88320,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_152555,CHEBI_153569,CHEBI_152555_CHEBI_153569,Protomers,Protomers,94.0
CHEBI_212593,CHEBI_212585,CHEBI_212585_CHEBI_212593,Diastereomers,Diastereomers,100.0
CHEBI_15893,CHEBI_1372,CHEBI_1372_CHEBI_15893,Protomers,Protomers,91.0
CHEBI_152310,CHEBI_151591,CHEBI_151591_CHEBI_152310,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_53069,CHEBI_53070,CHEBI_53069_CHEBI_53070,Protomers,Protomers,93.0
CHEBI_37907,CHEBI_37908,CHEBI_37907_CHEBI_37908,Enantiomers,Enantiomers,100.0
CHEBI_11955,CHEBI_16080,CHEBI_11955_CHEBI_16080,Protomers,Protomers,90.0
CHEBI_55527,CHEBI_55526,CHEBI_55526_CHEBI_55527,Protomers,Protomers,92.0
CHEBI_60002,CHEBI_61574,CHEBI_60002_CHEBI_61574,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_118996,CHEBI_119007,CHEBI_118996_CHEBI_119007,Diastereomers,Diastereomers,100.0
CHEBI_57576,CHEBI_15941,CHEBI_15941_CHEBI_57576,Protomers,Protomers,92.0
CHEBI_68387,CHEBI_68386,CHEBI_68386_CHEBI_68387,Diastereomers,Diastereomers,100.0
CHEBI_131450,CHEBI_68465,CHEBI_131450_CHEBI_68465,Protomers,Protomers,90.0
CHEBI_210219,CHEBI_203621,CHEBI_203621_CHEBI_210219,Diastereomers,Diastereomers,100.0
CHEBI_86332,CHEBI_520,CHEBI_520_CHEBI_86332,Protomers,Protomers,96.0
CHEBI_99744,CHEBI_102680,CHEBI_102680_CHEBI_99744,Diastereomers,Diastereomers,100.0
CHEBI_85580,CHEBI_85917,CHEBI_85580_CHEBI_85917,Protomers,Protomers,85.0
CHEBI_149378,CHEBI_156758,CHEBI_149378_CHEBI_156758,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_126808,CHEBI_127256,CHEBI_126808_CHEBI_127256,Diastereomers,Diastereomers,100.0
CHEBI_183479,CHEBI_95206,CHEBI_183479_CHEBI_95206,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_51047,CHEBI_51048,CHEBI_51047_CHEBI_51048,Enantiomers,Enantiomers,100.0
CHEBI_4646,CHEBI_73714,CHEBI_4646_CHEBI_73714,Protomers,Protomers,92.0
CHEBI_61580,CHEBI_71411,CHEBI_61580_CHEBI_71411,Stereo-resolution pairs,Stereo-resolution pairs,81.0
CHEBI_209821,CHEBI_206613,CHEBI_206613_CHEBI_209821,Diastereomers,Diastereomers,100.0
CHEBI_224652,CHEBI_227995,CHEBI_224652_CHEBI_227995,Diastereomers,Diastereomers,100.0
CHEBI_224676,CHEBI_224688,CHEBI_224676_CHEBI_224688,Diastereomers,Diastereomers,77.0
CHEBI_32656,CHEBI_28159,CHEBI_28159_CHEBI_32656,Protomers,Protomers,89.0
CHEBI_124667,CHEBI_124155,CHEBI_124155_CHEBI_124667,Diastereomers,Diastereomers,100.0
CHEBI_28611,CHEBI_28658,CHEBI_28611_CHEBI_28658,Enantiomers,Enantiomers,100.0
CHEBI_228968,CHEBI_229741,CHEBI_228968_CHEBI_229741,Stereo-resolution pairs,Stereo-resolution pairs,86.0
CHEBI_130947,CHEBI_126990,CHEBI_126990_CHEBI_130947,Diastereomers,Diastereomers,100.0
CHEBI_128616,CHEBI_125949,CHEBI_125949_CHEBI_128616,Diastereomers,Diastereomers,100.0
CHEBI_96701,CHEBI_96311,CHEBI_96311_CHEBI_96701,Diastereomers,Stereo-resolution pairs,76.0
CHEBI_61086,CHEBI_61094,CHEBI_61086_CHEBI_61094,Diastereomers,Diastereomers,100.0
CHEBI_91543,CHEBI_6784,CHEBI_6784_CHEBI_91543,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_216933,CHEBI_223429,CHEBI_216933_CHEBI_223429,Diastereomers,Diastereomers,100.0
CHEBI_35326,CHEBI_6357,CHEBI_35326_CHEBI_6357,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_176337,CHEBI_176336,CHEBI_176336_CHEBI_176337,Enantiomers,Enantiomers,100.0
CHEBI_133550,CHEBI_133548,CHEBI_133548_CHEBI_133550,Protomers,Protomers,93.0
CHEBI_130285,CHEBI_129141,CHEBI_129141_CHEBI_130285,Diastereomers,Diastereomers,100.0
CHEBI_151570,CHEBI_91280,CHEBI_151570_CHEBI_91280,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_196029,CHEBI_171774,CHEBI_171774_CHEBI_196029,Diastereomers,Diastereomers,78.0
CHEBI_132985,CHEBI_131434,CHEBI_131434_CHEBI_132985,Protomers,Protomers,91.0
CHEBI_63698,CHEBI_63700,CHEBI_63698_CHEBI_63700,Diastereomers,Diastereomers,100.0
CHEBI_5136,CHEBI_38565,CHEBI_38565_CHEBI_5136,Enantiomers,Enantiomers,100.0
CHEBI_173277,CHEBI_233956,CHEBI_173277_CHEBI_233956,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_150845,CHEBI_154938,CHEBI_150845_CHEBI_154938,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_148061,CHEBI_150666,CHEBI_148061_CHEBI_150666,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_179509,CHEBI_179510,CHEBI_179509_CHEBI_179510,Diastereomers,Diastereomers,100.0
CHEBI_15833,CHEBI_195853,CHEBI_15833_CHEBI_195853,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_123550,CHEBI_123454,CHEBI_123454_CHEBI_123550,Diastereomers,Diastereomers,100.0
CHEBI_17822,CHEBI_32846,CHEBI_17822_CHEBI_32846,Protomers,Protomers,86.0
CHEBI_151591,CHEBI_152271,CHEBI_151591_CHEBI_152271,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_88833,CHEBI_88591,CHEBI_88591_CHEBI_88833,Diastereomers,Diastereomers,85.0
CHEBI_152599,CHEBI_151511,CHEBI_151511_CHEBI_152599,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_128947,CHEBI_129444,CHEBI_128947_CHEBI_129444,Diastereomers,Diastereomers,100.0
CHEBI_85470,CHEBI_86047,CHEBI_85470_CHEBI_86047,Enantiomers,Enantiomers,100.0
CHEBI_143353,CHEBI_68346,CHEBI_143353_CHEBI_68346,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_83998,CHEBI_83997,CHEBI_83997_CHEBI_83998,Enantiomers,Enantiomers,100.0
CHEBI_16331,CHEBI_32980,CHEBI_16331_CHEBI_32980,Protomers,Protomers,91.0
CHEBI_17750,CHEBI_41139,CHEBI_17750_CHEBI_41139,Protomers,Protomers,88.0
CHEBI_28240,CHEBI_36386,CHEBI_28240_CHEBI_36386,Protomers,Protomers,88.0
CHEBI_90926,CHEBI_90927,CHEBI_90926_CHEBI_90927,Protomers,Protomers,96.0
CHEBI_147672,CHEBI_153537,CHEBI_147672_CHEBI_153537,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_8989,CHEBI_149481,CHEBI_149481_CHEBI_8989,Protomers,Protomers,97.0
CHEBI_59433,CHEBI_45013,CHEBI_45013_CHEBI_59433,Protomers,Protomers,86.0
CHEBI_75612,CHEBI_75571,CHEBI_75571_CHEBI_75612,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_111724,CHEBI_108778,CHEBI_108778_CHEBI_111724,Diastereomers,Stereo-resolution pairs,76.0
CHEBI_156247,CHEBI_28513,CHEBI_156247_CHEBI_28513,Enantiomers,Enantiomers,100.0
CHEBI_232532,CHEBI_76557,CHEBI_232532_CHEBI_76557,Enantiomers,Diastereomers,100.0
CHEBI_103212,CHEBI_103085,CHEBI_103085_CHEBI_103212,Diastereomers,Diastereomers,100.0
CHEBI_28681,CHEBI_50670,CHEBI_28681_CHEBI_50670,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_83604,CHEBI_83611,CHEBI_83604_CHEBI_83611,Protomers,Protomers,100.0
CHEBI_57275,CHEBI_14086,CHEBI_14086_CHEBI_57275,Protomers,Protomers,95.0
CHEBI_83301,CHEBI_83300,CHEBI_83300_CHEBI_83301,Enantiomers,Enantiomers,100.0
CHEBI_60949,CHEBI_148176,CHEBI_148176_CHEBI_60949,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_35512,CHEBI_20669,CHEBI_20669_CHEBI_35512,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_132922,CHEBI_5855,CHEBI_132922_CHEBI_5855,Protomers,Protomers,93.0
CHEBI_57521,CHEBI_15807,CHEBI_15807_CHEBI_57521,Protomers,Protomers,92.0
CHEBI_78359,CHEBI_83819,CHEBI_78359_CHEBI_83819,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_60002,CHEBI_28137,CHEBI_28137_CHEBI_60002,Protomers,Protomers,94.0
CHEBI_62919,CHEBI_53064,CHEBI_53064_CHEBI_62919,Diastereomers,Diastereomers,100.0
CHEBI_35930,CHEBI_147974,CHEBI_147974_CHEBI_35930,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_50187,CHEBI_50186,CHEBI_50186_CHEBI_50187,Protomers,Protomers,93.0
CHEBI_99954,CHEBI_98160,CHEBI_98160_CHEBI_99954,Diastereomers,Diastereomers,100.0
CHEBI_48063,CHEBI_48064,CHEBI_48063_CHEBI_48064,Diastereomers,Diastereomers,100.0
CHEBI_71246,CHEBI_71248,CHEBI_71246_CHEBI_71248,Enantiomers,Enantiomers,100.0
CHEBI_91724,CHEBI_94624,CHEBI_91724_CHEBI_94624,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_117590,CHEBI_101973,CHEBI_101973_CHEBI_117590,Diastereomers,Diastereomers,100.0
CHEBI_228106,CHEBI_228112,CHEBI_228106_CHEBI_228112,Diastereomers,Diastereomers,100.0
CHEBI_62974,CHEBI_150472,CHEBI_150472_CHEBI_62974,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_58777,CHEBI_49077,CHEBI_49077_CHEBI_58777,Protomers,Protomers,86.0
CHEBI_83805,CHEBI_83806,CHEBI_83805_CHEBI_83806,Enantiomers,Enantiomers,100.0
CHEBI_130222,CHEBI_128331,CHEBI_128331_CHEBI_130222,Diastereomers,Diastereomers,100.0
CHEBI_232344,CHEBI_44211,CHEBI_232344_CHEBI_44211,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_233959,CHEBI_233960,CHEBI_233959_CHEBI_233960,Enantiomers,Enantiomers,100.0
CHEBI_70250,CHEBI_70249,CHEBI_70249_CHEBI_70250,Diastereomers,Diastereomers,100.0
CHEBI_132963,CHEBI_132964,CHEBI_132963_CHEBI_132964,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_153347,CHEBI_147601,CHEBI_147601_CHEBI_153347,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_35516,CHEBI_35517,CHEBI_35516_CHEBI_35517,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_165176,CHEBI_28582,CHEBI_165176_CHEBI_28582,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_77054,CHEBI_77056,CHEBI_77054_CHEBI_77056,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_204374,CHEBI_199399,CHEBI_199399_CHEBI_204374,Diastereomers,Diastereomers,90.0
CHEBI_19023,CHEBI_18508,CHEBI_18508_CHEBI_19023,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_19775,CHEBI_18386,CHEBI_18386_CHEBI_19775,Protomers,Protomers,92.0
CHEBI_31772,CHEBI_77442,CHEBI_31772_CHEBI_77442,Enantiomers,Enantiomers,100.0
CHEBI_175867,CHEBI_152020,CHEBI_152020_CHEBI_175867,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_68630,CHEBI_68631,CHEBI_68630_CHEBI_68631,Protomers,Protomers,96.0
CHEBI_57518,CHEBI_15799,CHEBI_15799_CHEBI_57518,Protomers,Protomers,94.0
CHEBI_83388,CHEBI_84211,CHEBI_83388_CHEBI_84211,Protomers,Protomers,91.0
CHEBI_231350,CHEBI_231411,CHEBI_231350_CHEBI_231411,Protomers,Protomers,94.0
CHEBI_57846,CHEBI_16647,CHEBI_16647_CHEBI_57846,Protomers,Protomers,93.0
CHEBI_69088,CHEBI_80392,CHEBI_69088_CHEBI_80392,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_35637,CHEBI_35635,CHEBI_35635_CHEBI_35637,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_37469,CHEBI_28951,CHEBI_28951_CHEBI_37469,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_70704,CHEBI_70688,CHEBI_70688_CHEBI_70704,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_177089,CHEBI_177084,CHEBI_177084_CHEBI_177089,Diastereomers,Diastereomers,100.0
CHEBI_72635,CHEBI_72634,CHEBI_72634_CHEBI_72635,Protomers,Protomers,90.0
CHEBI_27939,CHEBI_61391,CHEBI_27939_CHEBI_61391,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_91715,CHEBI_50692,CHEBI_50692_CHEBI_91715,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_15742,CHEBI_15884,CHEBI_15742_CHEBI_15884,Diastereomers,Diastereomers,100.0
CHEBI_3381,CHEBI_7,CHEBI_3381_CHEBI_7,Enantiomers,Enantiomers,100.0
CHEBI_181001,CHEBI_211635,CHEBI_181001_CHEBI_211635,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_120090,CHEBI_120168,CHEBI_120090_CHEBI_120168,Diastereomers,Diastereomers,100.0
CHEBI_82716,CHEBI_83323,CHEBI_82716_CHEBI_83323,Protomers,Protomers,90.0
CHEBI_18292,CHEBI_139300,CHEBI_139300_CHEBI_18292,Enantiomers,Enantiomers,100.0
CHEBI_206487,CHEBI_203100,CHEBI_203100_CHEBI_206487,Diastereomers,Diastereomers,100.0
CHEBI_18513,CHEBI_18511,CHEBI_18511_CHEBI_18513,Diastereomers,Diastereomers,100.0
CHEBI_59005,CHEBI_59004,CHEBI_59004_CHEBI_59005,Protomers,Protomers,94.0
CHEBI_151841,CHEBI_151371,CHEBI_151371_CHEBI_151841,Diastereomers,Diastereomers,100.0
CHEBI_131005,CHEBI_130606,CHEBI_130606_CHEBI_131005,Diastereomers,Diastereomers,100.0
CHEBI_37144,CHEBI_37145,CHEBI_37144_CHEBI_37145,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_64876,CHEBI_61338,CHEBI_61338_CHEBI_64876,Protomers,Protomers,90.0
CHEBI_83679,CHEBI_83680,CHEBI_83679_CHEBI_83680,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_208932,CHEBI_208927,CHEBI_208927_CHEBI_208932,Diastereomers,Diastereomers,100.0
CHEBI_58380,CHEBI_18116,CHEBI_18116_CHEBI_58380,Protomers,Protomers,95.0
CHEBI_36397,CHEBI_36398,CHEBI_36397_CHEBI_36398,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_216109,CHEBI_201162,CHEBI_201162_CHEBI_216109,Diastereomers,Diastereomers,100.0
CHEBI_123478,CHEBI_123560,CHEBI_123478_CHEBI_123560,Diastereomers,Diastereomers,100.0
CHEBI_28061,CHEBI_42905,CHEBI_28061_CHEBI_42905,Enantiomers,Enantiomers,100.0
CHEBI_84025,CHEBI_131975,CHEBI_131975_CHEBI_84025,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_214500,CHEBI_214505,CHEBI_214500_CHEBI_214505,Diastereomers,Diastereomers,100.0
CHEBI_167166,CHEBI_17762,CHEBI_167166_CHEBI_17762,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_144582,CHEBI_1904,CHEBI_144582_CHEBI_1904,Protomers,Protomers,95.0
CHEBI_180231,CHEBI_180238,CHEBI_180231_CHEBI_180238,Diastereomers,Diastereomers,79.0
CHEBI_11022,CHEBI_15757,CHEBI_11022_CHEBI_15757,Protomers,Protomers,91.0
CHEBI_70040,CHEBI_70041,CHEBI_70040_CHEBI_70041,Diastereomers,Stereo-resolution pairs,76.0
CHEBI_58459,CHEBI_18356,CHEBI_18356_CHEBI_58459,Protomers,Protomers,91.0
CHEBI_27394,CHEBI_50787,CHEBI_27394_CHEBI_50787,Enantiomers,Enantiomers,100.0
CHEBI_197944,CHEBI_202301,CHEBI_197944_CHEBI_202301,Diastereomers,Diastereomers,84.0
CHEBI_153065,CHEBI_152825,CHEBI_152825_CHEBI_153065,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_49231,CHEBI_49232,CHEBI_49231_CHEBI_49232,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_145520,CHEBI_145534,CHEBI_145520_CHEBI_145534,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_195543,CHEBI_195475,CHEBI_195475_CHEBI_195543,Protomers,Protomers,88.0
CHEBI_55359,CHEBI_60254,CHEBI_55359_CHEBI_60254,Protomers,Protomers,89.0
CHEBI_25955,CHEBI_37103,CHEBI_25955_CHEBI_37103,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_83694,CHEBI_83693,CHEBI_83693_CHEBI_83694,Enantiomers,Enantiomers,100.0
CHEBI_79192,CHEBI_28376,CHEBI_28376_CHEBI_79192,Protomers,Protomers,93.0
CHEBI_182882,CHEBI_166720,CHEBI_166720_CHEBI_182882,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_50517,CHEBI_50518,CHEBI_50517_CHEBI_50518,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_209829,CHEBI_209834,CHEBI_209829_CHEBI_209834,Diastereomers,Diastereomers,100.0
CHEBI_203074,CHEBI_201685,CHEBI_201685_CHEBI_203074,Diastereomers,Diastereomers,100.0
CHEBI_32527,CHEBI_32512,CHEBI_32512_CHEBI_32527,Enantiomers,Enantiomers,100.0
CHEBI_37516,CHEBI_42320,CHEBI_37516_CHEBI_42320,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_49162,CHEBI_49164,CHEBI_49162_CHEBI_49164,Diastereomers,Diastereomers,100.0
CHEBI_87603,CHEBI_156667,CHEBI_156667_CHEBI_87603,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_214283,CHEBI_214289,CHEBI_214283_CHEBI_214289,Diastereomers,Diastereomers,100.0
CHEBI_229940,CHEBI_180367,CHEBI_180367_CHEBI_229940,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_22542,CHEBI_15994,CHEBI_15994_CHEBI_22542,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_152881,CHEBI_153418,CHEBI_152881_CHEBI_153418,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_59243,CHEBI_59244,CHEBI_59243_CHEBI_59244,Enantiomers,Enantiomers,100.0
CHEBI_73909,CHEBI_194323,CHEBI_194323_CHEBI_73909,Protomers,Protomers,84.0
CHEBI_119434,CHEBI_119338,CHEBI_119338_CHEBI_119434,Diastereomers,Diastereomers,100.0
CHEBI_234325,CHEBI_234008,CHEBI_234008_CHEBI_234325,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_214975,CHEBI_214969,CHEBI_214969_CHEBI_214975,Diastereomers,Diastereomers,100.0
CHEBI_170015,CHEBI_45441,CHEBI_170015_CHEBI_45441,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_39827,CHEBI_38126,CHEBI_38126_CHEBI_39827,Diastereomers,Diastereomers,84.0
CHEBI_148417,CHEBI_152638,CHEBI_148417_CHEBI_152638,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_81205,CHEBI_81201,CHEBI_81201_CHEBI_81205,Diastereomers,Diastereomers,100.0
CHEBI_62269,CHEBI_62084,CHEBI_62084_CHEBI_62269,Diastereomers,Diastereomers,100.0
CHEBI_183479,CHEBI_115155,CHEBI_115155_CHEBI_183479,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_124159,CHEBI_124116,CHEBI_124116_CHEBI_124159,Diastereomers,Diastereomers,100.0
CHEBI_79174,CHEBI_27381,CHEBI_27381_CHEBI_79174,Protomers,Protomers,88.0
CHEBI_202068,CHEBI_218670,CHEBI_202068_CHEBI_218670,Diastereomers,Diastereomers,100.0
CHEBI_62078,CHEBI_62097,CHEBI_62078_CHEBI_62097,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_25520,CHEBI_38114,CHEBI_25520_CHEBI_38114,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_198918,CHEBI_216362,CHEBI_198918_CHEBI_216362,Diastereomers,Diastereomers,100.0
CHEBI_16593,CHEBI_16332,CHEBI_16332_CHEBI_16593,Enantiomers,Enantiomers,100.0
CHEBI_191172,CHEBI_190699,CHEBI_190699_CHEBI_191172,Protomers,Protomers,95.0
CHEBI_84776,CHEBI_133343,CHEBI_133343_CHEBI_84776,Stereo-resolution pairs,Stereo-resolution pairs,80.0
CHEBI_169487,CHEBI_75666,CHEBI_169487_CHEBI_75666,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_7203,CHEBI_182167,CHEBI_182167_CHEBI_7203,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_175867,CHEBI_155690,CHEBI_155690_CHEBI_175867,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_74752,CHEBI_46611,CHEBI_46611_CHEBI_74752,Protomers,Protomers,89.0
CHEBI_91571,CHEBI_32297,CHEBI_32297_CHEBI_91571,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_60854,CHEBI_60858,CHEBI_60854_CHEBI_60858,Stereo-resolution pairs,Stereo-resolution pairs,86.0
CHEBI_167465,CHEBI_167489,CHEBI_167465_CHEBI_167489,Protomers,Protomers,95.0
CHEBI_127233,CHEBI_126940,CHEBI_126940_CHEBI_127233,Diastereomers,Diastereomers,100.0
CHEBI_139143,CHEBI_61808,CHEBI_139143_CHEBI_61808,Protomers,Protomers,95.0
CHEBI_182332,CHEBI_200273,CHEBI_182332_CHEBI_200273,Stereo-resolution pairs,Stereo-resolution pairs,90.0
CHEBI_151891,CHEBI_154352,CHEBI_151891_CHEBI_154352,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_9599,CHEBI_188157,CHEBI_188157_CHEBI_9599,Protomers,Protomers,92.0
CHEBI_82814,CHEBI_82813,CHEBI_82813_CHEBI_82814,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_137076,CHEBI_132358,CHEBI_132358_CHEBI_137076,Diastereomers,Diastereomers,100.0
CHEBI_155483,CHEBI_147081,CHEBI_147081_CHEBI_155483,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_103350,CHEBI_101846,CHEBI_101846_CHEBI_103350,Diastereomers,Diastereomers,100.0
CHEBI_180476,CHEBI_180477,CHEBI_180476_CHEBI_180477,Protomers,Protomers,95.0
CHEBI_77356,CHEBI_4907,CHEBI_4907_CHEBI_77356,Protomers,Protomers,89.0
CHEBI_146172,CHEBI_146307,CHEBI_146172_CHEBI_146307,Protomers,Protomers,91.0
CHEBI_39115,CHEBI_39121,CHEBI_39115_CHEBI_39121,Enantiomers,Enantiomers,100.0
CHEBI_21305,CHEBI_192481,CHEBI_192481_CHEBI_21305,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_138232,CHEBI_138890,CHEBI_138232_CHEBI_138890,Protomers,Protomers,94.0
CHEBI_175466,CHEBI_62456,CHEBI_175466_CHEBI_62456,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_219258,CHEBI_219263,CHEBI_219258_CHEBI_219263,Diastereomers,Diastereomers,100.0
CHEBI_38950,CHEBI_40763,CHEBI_38950_CHEBI_40763,Enantiomers,Enantiomers,100.0
CHEBI_68649,CHEBI_68665,CHEBI_68649_CHEBI_68665,Protomers,Protomers,94.0
CHEBI_124271,CHEBI_124530,CHEBI_124271_CHEBI_124530,Diastereomers,Diastereomers,100.0
CHEBI_226771,CHEBI_206183,CHEBI_206183_CHEBI_226771,Diastereomers,Diastereomers,80.0
CHEBI_64894,CHEBI_64899,CHEBI_64894_CHEBI_64899,Protomers,Protomers,93.0
CHEBI_9407,CHEBI_16525,CHEBI_16525_CHEBI_9407,Protomers,Protomers,96.0
CHEBI_119491,CHEBI_119581,CHEBI_119491_CHEBI_119581,Diastereomers,Stereo-resolution pairs,79.0
CHEBI_175873,CHEBI_146908,CHEBI_146908_CHEBI_175873,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_120318,CHEBI_120352,CHEBI_120318_CHEBI_120352,Diastereomers,Diastereomers,100.0
CHEBI_68135,CHEBI_68136,CHEBI_68135_CHEBI_68136,Diastereomers,Diastereomers,100.0
CHEBI_17536,CHEBI_30837,CHEBI_17536_CHEBI_30837,Protomers,Protomers,89.0
CHEBI_39389,CHEBI_39373,CHEBI_39373_CHEBI_39389,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_210246,CHEBI_227712,CHEBI_210246_CHEBI_227712,Diastereomers,Diastereomers,100.0
CHEBI_47344,CHEBI_90997,CHEBI_47344_CHEBI_90997,Protomers,Protomers,93.0
CHEBI_73948,CHEBI_73985,CHEBI_73948_CHEBI_73985,Protomers,Protomers,92.0
CHEBI_64958,CHEBI_52374,CHEBI_52374_CHEBI_64958,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_122957,CHEBI_123070,CHEBI_122957_CHEBI_123070,Diastereomers,Diastereomers,100.0
CHEBI_35147,CHEBI_35148,CHEBI_35147_CHEBI_35148,Enantiomers,Enantiomers,100.0
CHEBI_145687,CHEBI_145688,CHEBI_145687_CHEBI_145688,Enantiomers,Enantiomers,100.0
CHEBI_23046,CHEBI_227,CHEBI_227_CHEBI_23046,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_149188,CHEBI_157213,CHEBI_149188_CHEBI_157213,Stereo-resolution pairs,Stereo-resolution pairs,79.0
CHEBI_118008,CHEBI_118177,CHEBI_118008_CHEBI_118177,Diastereomers,Diastereomers,100.0
CHEBI_80920,CHEBI_66166,CHEBI_66166_CHEBI_80920,Diastereomers,Diastereomers,78.0
CHEBI_96407,CHEBI_96689,CHEBI_96407_CHEBI_96689,Diastereomers,Stereo-resolution pairs,76.0
CHEBI_20675,CHEBI_35537,CHEBI_20675_CHEBI_35537,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_32550,CHEBI_32556,CHEBI_32550_CHEBI_32556,Enantiomers,Enantiomers,100.0
CHEBI_49229,CHEBI_49228,CHEBI_49228_CHEBI_49229,Enantiomers,Enantiomers,100.0
CHEBI_36740,CHEBI_28261,CHEBI_28261_CHEBI_36740,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_62507,CHEBI_59045,CHEBI_59045_CHEBI_62507,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_83808,CHEBI_83810,CHEBI_83808_CHEBI_83810,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_126442,CHEBI_126076,CHEBI_126076_CHEBI_126442,Diastereomers,Diastereomers,100.0
