cluster_id	member_curie	identity_key_strict	molfile_key	molfile_path	raw_canonical_smiles	formula	formal_charge	rdkit_canonical_tautomer
3711	CHEBI_212699	Cc1c(O)cc(O)c2c1[C@@](C)(O)[C@H](CO)OC2=O	CHEBI_212699	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_212699.sdf	Cc1c(O)cc(O)c2c1[C@@](C)(O)[C@H](CO)OC2=O	C12H14O6	0.0	Cc1c(O)cc(O)c2c1[C@@](C)(O)[C@H](CO)OC2=O
3712	CHEBI_6554	O=C1c2ccccc2C(=O)c2c1cc(O)c(CO)c2O	CHEBI_6554	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_6554.sdf	O=C1c2ccccc2C(=O)c2c1cc(O)c(CO)c2O	C15H10O5	0.0	O=C1c2ccccc2C(=O)c2c1cc(O)c(CO)c2O
3713	CHEBI_48943	CC(C)C=O	CHEBI_48943	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_48943.sdf	[H]C(=O)C(C)C	C4H8O	0.0	[H]C(=O)C(C)C
3713	ibutald	CC(C)C=O	IBUTALD					
3714	CHEBI_226083	Oc1ccccc1-c1nc(-c2nc3c(Cl)cccc3c3cc[nH]c23)cs1	CHEBI_226083	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_226083.sdf	Oc1ccccc1-c1nc(-c2nc3c(Cl)cccc3c3cc[nH]c23)cs1	C20H12ClN3OS	0.0	Oc1ccccc1-c1nc(-c2nc3c(Cl)cccc3c3cc[nH]c23)cs1
3715	CHEBI_132195	O=c1[nH]cc(CCCC(O)CO)c(=O)[nH]1	CHEBI_132195	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_132195.sdf	O=c1[nH]cc(CCCC(O)CO)c(=O)[nH]1	C9H14N2O4	0.0	O=c1[nH]cc(CCCC(O)CO)c(=O)[nH]1
3716	CHEBI_159282	NC(=O)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)O	CHEBI_159282	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_159282.sdf	NC(=O)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)O	C13H25N7O6	0.0	N=C(N)NCCCC(N)C(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)O
3717	CHEBI_219547	CC(C)C/C=C/C=C/C=C/C(=O)NC1=C[C@@](O)(/C=C/C=C/C=C/C=C/C(=O)NC2=C(O)CCC2=O)C2OC2C1=O	CHEBI_219547	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_219547.sdf	CC(C)C/C=C/C=C/C=C/C(=O)NC1=C[C@@](O)(/C=C/C=C/C=C/C=C/C(=O)NC2=C(O)CCC2=O)C2OC2C1=O	C31H34N2O7	0.0	CC(C)C/C=C/C=C/C=C/C(=O)NC1=C[C@@](O)(/C=C/C=C/C=CCCC(=O)N=C2C(=O)CCC2=O)C2OC2C1=O
3718	CHEBI_66905	O=C1/C(=C/c2ccc(O)c(O)c2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21	CHEBI_66905	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_66905.sdf	O=C1/C(=C/c2ccc(O)c(O)c2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21	C21H20O11	0.0	O=C1C(=Cc2ccc(O)c(O)c2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21
3718	asdn6og	O=C1/C(=C/c2ccc(O)c(O)c2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21	ASDN6OG					
3719	CHEBI_150976	C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](CO)OC(O)[C@@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O	CHEBI_150976	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_150976.sdf	C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](CO)OC(O)[C@@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O	C18H32O15	0.0	C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](CO)OC(O)[C@@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O
3720	CHEBI_151479	C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O	CHEBI_151479	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_151479.sdf	C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O	C18H32O15	0.0	C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O
3721	CHEBI_152942	C[C@@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](CO)OC(O)[C@@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O	CHEBI_152942	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_152942.sdf	C[C@@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](CO)OC(O)[C@@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O	C18H32O15	0.0	C[C@@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](CO)OC(O)[C@@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O
3722	CHEBI_153691	C[C@@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O	CHEBI_153691	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_153691.sdf	C[C@@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O	C18H32O15	0.0	C[C@@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O
3723	CHEBI_90916	CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccccc1)C(C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)O)C(C)O	CHEBI_90916	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_90916.sdf	CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccccc1)C(C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)O)C(C)O	C77H107N17O16	0.0	CC(C)CC(NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(C)NC(=O)C1CCCN1C(=O)C(N)Cc1ccccc1)C(C)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NC(CCCN=C(N)N)C(=O)NC(C(=O)O)C(C)O
3724	CHEBI_126515	C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(N(C)C)ccc2O[C@@H]1CN(C)C(=O)NC1CCCCC1	CHEBI_126515	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_126515.sdf	C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(N(C)C)ccc2O[C@@H]1CN(C)C(=O)NC1CCCCC1	C25H40N4O4	0.0	C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(N(C)C)ccc2O[C@@H]1CN(C)C(=O)NC1CCCCC1
3725	CHEBI_128279	C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(N(C)C)ccc2O[C@H]1CN(C)C(=O)NC1CCCCC1	CHEBI_128279	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_128279.sdf	C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(N(C)C)ccc2O[C@H]1CN(C)C(=O)NC1CCCCC1	C25H40N4O4	0.0	C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(N(C)C)ccc2O[C@H]1CN(C)C(=O)NC1CCCCC1
3726	CHEBI_128261	C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(N(C)C)ccc2O[C@@H]1CN(C)C(=O)NC1CCCCC1	CHEBI_128261	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_128261.sdf	C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(N(C)C)ccc2O[C@@H]1CN(C)C(=O)NC1CCCCC1	C25H40N4O4	0.0	C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(N(C)C)ccc2O[C@@H]1CN(C)C(=O)NC1CCCCC1
3727	CHEBI_130992	C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(N(C)C)ccc2O[C@H]1CN(C)C(=O)NC1CCCCC1	CHEBI_130992	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_130992.sdf	C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(N(C)C)ccc2O[C@H]1CN(C)C(=O)NC1CCCCC1	C25H40N4O4	0.0	C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(N(C)C)ccc2O[C@H]1CN(C)C(=O)NC1CCCCC1
3728	CHEBI_130556	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)Oc2ccc(N(C)C)cc2C1=O	CHEBI_130556	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_130556.sdf	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)Oc2ccc(N(C)C)cc2C1=O	C25H40N4O4	0.0	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)Oc2ccc(N(C)C)cc2C1=O
3729	CHEBI_127206	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)Oc2ccc(N(C)C)cc2C1=O	CHEBI_127206	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_127206.sdf	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)Oc2ccc(N(C)C)cc2C1=O	C25H40N4O4	0.0	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)Oc2ccc(N(C)C)cc2C1=O
3730	CHEBI_129653	C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(N(C)C)ccc2O[C@@H]1CN(C)C(=O)NC1CCCCC1	CHEBI_129653	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_129653.sdf	C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(N(C)C)ccc2O[C@@H]1CN(C)C(=O)NC1CCCCC1	C25H40N4O4	0.0	C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(N(C)C)ccc2O[C@@H]1CN(C)C(=O)NC1CCCCC1
3731	CHEBI_129922	C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(N(C)C)ccc2O[C@H]1CN(C)C(=O)NC1CCCCC1	CHEBI_129922	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_129922.sdf	C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(N(C)C)ccc2O[C@H]1CN(C)C(=O)NC1CCCCC1	C25H40N4O4	0.0	C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(N(C)C)ccc2O[C@H]1CN(C)C(=O)NC1CCCCC1
3732	CHEBI_185888	COc1ccc(/C=C/C(=O)c2ccc(OC3OC(CO)C(O)C(O)C3O)c(OC)c2O)cc1OC	CHEBI_185888	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_185888.sdf	COc1ccc(/C=C/C(=O)c2ccc(OC3OC(CO)C(O)C(O)C3O)c(OC)c2O)cc1OC	C24H28O11	0.0	COc1ccc(/C=C/C(=O)c2ccc(OC3OC(CO)C(O)C(O)C3O)c(OC)c2O)cc1OC
3733	CHEBI_94580	O=P(O)(O)[C@H](O)c1ccc2ccccc2c1	CHEBI_94580	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_94580.sdf	O=P(O)(O)[C@H](O)c1ccc2ccccc2c1	C11H11O4P	0.0	O=P(O)(O)[C@H](O)c1ccc2ccccc2c1
3734	CHEBI_187556	COc1ccc(-c2oc3c(OC)c(O)c(OC)c(O)c3c(=O)c2O[C@H]2O[C@H](CO)[C@@H](O)C(O)C2O)cc1O	CHEBI_187556	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_187556.sdf	COc1ccc(-c2oc3c(OC)c(O)c(OC)c(O)c3c(=O)c2O[C@H]2O[C@H](CO)[C@@H](O)C(O)C2O)cc1O	C24H26O14	0.0	COc1ccc(-c2oc3c(OC)c(O)c(OC)c(O)c3c(=O)c2O[C@H]2O[C@H](CO)[C@@H](O)C(O)C2O)cc1O
3735	CHEBI_191967	COc1ccc(-c2oc3c(OC)c(OC)cc(OC(C)=O)c3c(=O)c2OC(C)=O)cc1	CHEBI_191967	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_191967.sdf	COc1ccc(-c2oc3c(OC)c(OC)cc(OC(C)=O)c3c(=O)c2OC(C)=O)cc1	C22H20O9	0.0	COc1ccc(-c2oc3c(OC)c(OC)cc(OC(C)=O)c3c(=O)c2OC(C)=O)cc1
3736	CHEBI_200255	CC(=O)c1ccc2c(c1)[C@@H](O)[C@H](O)C(C)(C)O2	CHEBI_200255	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_200255.sdf	CC(=O)c1ccc2c(c1)[C@@H](O)[C@H](O)C(C)(C)O2	C13H16O4	0.0	CC(=O)c1ccc2c(c1)[C@@H](O)[C@H](O)C(C)(C)O2
3737	CHEBI_204653	CC(=O)c1ccc2c(c1)[C@H](O)[C@H](O)C(C)(C)O2	CHEBI_204653	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_204653.sdf	CC(=O)c1ccc2c(c1)[C@H](O)[C@H](O)C(C)(C)O2	C13H16O4	0.0	CC(=O)c1ccc2c(c1)[C@H](O)[C@H](O)C(C)(C)O2
3738	CHEBI_227474	COC(=O)c1c(O)cc(C)c(Cl)c1CC1=CC(=O)C=C(OC)C1=O	CHEBI_227474	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_227474.sdf	COC(=O)c1c(O)cc(C)c(Cl)c1CC1=CC(=O)C=C(OC)C1=O	C17H15ClO6	0.0	COC(=O)c1c(O)cc(C)c(Cl)c1CC1=CC(=O)C=C(OC)C1=O
3739	CHEBI_217627	COc1cc(C[C@]23C[C@@H]4CC(=O)[C@@]2(O)C[C@@](c2ccccc2)(O4)O3)oc(=O)c1	CHEBI_217627	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_217627.sdf	COc1cc(C[C@]23C[C@@H]4CC(=O)[C@@]2(O)C[C@@](c2ccccc2)(O4)O3)oc(=O)c1	C21H20O7	0.0	COc1cc(C[C@]23C[C@@H]4CC(=O)[C@@]2(O)C[C@@](c2ccccc2)(O4)O3)oc(=O)c1
3740	CHEBI_45953	CO[C@H]1[C@H](O)[C@@H](COP(=O)(O)O)O[C@H]1n1cc(C)c(=O)[nH]c1=O	CHEBI_45953					
3741	CHEBI_47642	CN(C(=O)Oc1ccc(Cl)cc1)[C@H]1CC[C@H](c2ccc(CN3CCCCC3)cc2)CC1	CHEBI_47642					
3742	CHEBI_231637	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)CC=O	CHEBI_231637	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_231637.sdf	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)CC=O	C25H42O	0.0	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)CC=O
3743	CHEBI_8779	CCCCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O	CHEBI_8779	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_8779.sdf	CCCCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O	C19H30O4	0.0	CCCCCCCCCC=CCCc1c(O)c(O)cc(O)c1O
3744	CHEBI_184276	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN	CHEBI_184276	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_184276.sdf	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN	C43H74NO8P	0.0	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN
3745	CHEBI_52695	O=C([O-])CN(CC(=O)[O-])c1ccccc1OCCOc1cc(NC(=O)c2ccc3c(c2)C(=O)OC32c3cc(Cl)c([O-])cc3Oc3cc([O-])c(Cl)cc32)ccc1N(CC(=O)[O-])CC(=O)[O-].[K+].[K+].[K+].[K+].[K+].[K+]	CHEBI_52695	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_52695.sdf	O=C([O-])CN(CC(=O)[O-])c1ccccc1OCCOc1cc(NC(=O)c2ccc3c(c2)C(=O)OC32c3cc(Cl)c([O-])cc3Oc3cc([O-])c(Cl)cc32)ccc1N(CC(=O)[O-])CC(=O)[O-].[K+].[K+].[K+].[K+].[K+].[K+]	C43H27Cl2K6N3O16	0.0	O=C([O-])CN(CC(=O)[O-])c1ccccc1OCCOc1cc(NC(=O)c2ccc3c(c2)C(=O)OC32c3cc(Cl)c([O-])cc3Oc3cc([O-])c(Cl)cc32)ccc1N(CC(=O)[O-])CC(=O)[O-].[K+].[K+].[K+].[K+].[K+].[K+]
3746	CHEBI_7478	CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1	CHEBI_7478	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_7478.sdf	CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1	C17H25N3O2S	0.0	CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
3747	CHEBI_32807	Cc1cc(O)cc(O)c1C(=O)O	CHEBI_32807	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_32807.sdf	Cc1cc(O)cc(O)c1C(=O)O	C8H8O4	0.0	Cc1cc(O)cc(O)c1C(=O)O
3748	CHEBI_16162	Cc1cc(O)cc(O)c1C(=O)[O-]	CHEBI_16162	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_16162.sdf	Cc1cc(O)cc(O)c1C(=O)[O-]	C8H7O4-	-1.0	Cc1cc(O)cc(O)c1C(=O)[O-]
3749	CHEBI_192210	NC(N)=NCCCCNC(=O)/C=C\c1cc(O)c2c(c1)C(C(=O)NCCCCN=C(N)N)C(c1ccc(OC3OC(CO)C(O)C(O)C3O)cc1)O2	CHEBI_192210	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_192210.sdf	NC(N)=NCCCCNC(=O)/C=C\c1cc(O)c2c(c1)C(C(=O)NCCCCN=C(N)N)C(c1ccc(OC3OC(CO)C(O)C(O)C3O)cc1)O2	C34H48N8O10	0.0	N=C(N)NCCCCNC(=O)/C=C\c1cc(O)c2c(c1)C(C(=O)NCCCCN=C(N)N)C(c1ccc(OC3OC(CO)C(O)C(O)C3O)cc1)O2
3750	CHEBI_81149	CC(=O)NCCCCCCCCCCCCC(C)C	CHEBI_81149	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_81149.sdf	CC(=O)NCCCCCCCCCCCCC(C)C	C17H35NO	0.0	CC(=O)NCCCCCCCCCCCCC(C)C
3751	CHEBI_183327	CCOC(=O)c1cc(C)nc(Sc2ccccc2)c1C#N	CHEBI_183327	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_183327.sdf	CCOC(=O)c1cc(C)nc(Sc2ccccc2)c1C#N	C16H14N2O2S	0.0	CCOC(=O)c1cc(C)nc(Sc2ccccc2)c1C#N
3752	CHEBI_213740	COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)O[C@@H]2OC	CHEBI_213740	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_213740.sdf	COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)O[C@@H]2OC	C18H22O7	0.0	COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)O[C@@H]2OC
3753	CHEBI_225682	Cc1cc(O)c2c(c1)C(=O)c1cc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cc(O)c1C2=O	CHEBI_225682	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_225682.sdf	Cc1cc(O)c2c(c1)C(=O)c1cc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cc(O)c1C2=O	C20H18O9	0.0	Cc1cc(O)c2c(c1)C(=O)c1cc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cc(O)c1C2=O
3754	CHEBI_112922	S=c1nc[nH]c2c1ncn2C1CCCC1	CHEBI_112922	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_112922.sdf	S=c1nc[nH]c2c1ncn2C1CCCC1	C10H12N4S	0.0	S=c1[nH]cnc2c1ncn2C1CCCC1
3755	CHEBI_173315	CC1=C(C#N)C(C)(C)C(C#N)=C(C)N1	CHEBI_173315	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_173315.sdf	CC1=C(C#N)C(C)(C)C(C#N)=C(C)N1	C11H13N3	0.0	CC1=C(C#N)C(C)(C)C(C#N)=C(C)N1
3756	CHEBI_179044	CCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN	CHEBI_179044	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_179044.sdf	CCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN	C42H80NO8P	0.0	CCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN
3757	CHEBI_126070	O=C(c1ccccn1)N1CC2(C1)[C@H](c1ccccc1)[C@@H](CO)N2Cc1ccccc1	CHEBI_126070	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_126070.sdf	O=C(c1ccccn1)N1CC2(C1)[C@H](c1ccccc1)[C@@H](CO)N2Cc1ccccc1	C25H25N3O2	0.0	O=C(c1ccccn1)N1CC2(C1)[C@H](c1ccccc1)[C@@H](CO)N2Cc1ccccc1
3758	CHEBI_211499	CC(C)/C=C/C=C/C=C/C(O)=C/C(=O)C(Cl)(Cl)Cl	CHEBI_211499	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_211499.sdf	CC(C)/C=C/C=C/C=C/C(O)=C/C(=O)C(Cl)(Cl)Cl	C13H15Cl3O2	0.0	CC(C)/C=C/C=C/C=CC(=O)CC(=O)C(Cl)(Cl)Cl
3759	CHEBI_171831	CCCCCC/C=C(/C)CC(=O)O	CHEBI_171831	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_171831.sdf	CCCCCC/C=C(/C)CC(=O)O	C11H20O2	0.0	CCCCCC/C=C(/C)CC(=O)O
3760	CHEBI_177833	CC(C)[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C	CHEBI_177833	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_177833.sdf	CC(C)[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C	C27H40N8O7	0.0	CC(C)C1C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)N1C
3761	CHEBI_166603	CC(C)=CCC/C(C)=C/Cc1cc(/C=C/C(=O)c2ccc(O)c(C/C=C(\C)CCC=C(C)C)c2O)cc(O)c1O	CHEBI_166603	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_166603.sdf	CC(C)=CCC/C(C)=C/Cc1cc(/C=C/C(=O)c2ccc(O)c(C/C=C(\C)CCC=C(C)C)c2O)cc(O)c1O	C35H44O5	0.0	CC(C)=CCC/C(C)=C/Cc1cc(C=CC(=O)c2ccc(O)c(C/C=C(\C)CCC=C(C)C)c2O)cc(O)c1O
3762	CHEBI_102590	CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@@H](C)N(Cc2cncnc2)C[C@@H]1C	CHEBI_102590	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_102590.sdf	CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@@H](C)N(Cc2cncnc2)C[C@@H]1C	C30H34N6O4S	0.0	CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@@H](C)N(Cc2cncnc2)C[C@@H]1C
