identity_key_strict	n_members	n_raw_forms	formula	formal_charge	members
O=C(c1ccc2nccnc2c1)N1CCCCC1	1	1	C14H15N3O	0.0	CHEBI_34605
O=C(c1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12	1	1	C24H22FNO	0.0	CHEBI_185785
O=C(c1ccccn1)N1CC2(C1)[C@H](c1ccccc1)[C@@H](CO)N2Cc1ccccc1	1	1	C25H25N3O2	0.0	CHEBI_126070
O=C1C(=Cc2cc(O)c(O)c(O)c2)Oc2cc(O)cc(O)c21	1	1	C15H10O7	0.0	CHEBI_3163
O=C1C(=Cc2ccc(O)cc2)Oc2cc(O)cc(O)c21	1	1	C15H10O5	0.0	CHEBI_196251
O=C1C(=O)N(Cc2cc3ccccc3s2)c2ccc(F)cc21	1	1	C17H10FNO2S	0.0	CHEBI_149840
O=C1C(=O)c2cccc3cccc1c23	1	1	C12H6O2	0.0	CHEBI_15342
O=C1C(O)=C(c2ccccc2)[C@@H]2CCCN12	1	1	C13H13NO2	0.0	CHEBI_217734
O=C1C(O)=Cc2cccc3ccc(-c4ccccc4)c1c23	1	1	C19H12O2	0.0	CHEBI_189798
O=C1C=C(Cl)C(=O)C(CO)=C1	1	1	C7H5ClO3	0.0	CHEBI_224983
O=C1C=CC(=O)c2c(OC3OC(CO)C(O)C(O)C3O)cccc21	1	1	C16H16O8	0.0	CHEBI_175269
O=C1C=CC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34	1	1	C15H22N2O	0.0	CHEBI_228910
O=C1CC(=O)N([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)C(=O)N1	1	1	C9H13N2O10P	0.0	CHEBI_41150
O=C1CC(Sc2ncccn2)C(=O)N1c1ccccc1C(F)(F)F	1	1	C15H10F3N3O2S	0.0	CHEBI_114828
O=C1CC(c2ccccc2)c2c(O)cc(O)c(C(=O)CCc3ccccc3)c2O1	1	1	C24H20O5	0.0	CHEBI_179409
O=C1CC(c2ccco2)CC(=O)C1=CNc1ccccc1-c1ccccc1	1	1	C23H19NO3	0.0	CHEBI_107789
O=C1CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN1	1	1	C27H48N6O8	0.0	CHEBI_181218
O=C1CCC/C=C\CCCCCCCCCC1	1	1	C16H28O	0.0	CHEBI_181321
O=C1CCCc2cc3c(cc21)CC1(C3)Cc2cc3c(cc2C1)C(=O)CCC3	1	1	C25H24O2	0.0	CHEBI_105887
O=C1CCCc2nc3c(cc21)C(=O)CCC3	1	1	C13H13NO2	0.0	CHEBI_195161
O=C1CC[C@@H](C(=O)N[C@@H](CC2C=NC=N2)C(=O)N2CCC[C@H]2C(=O)O)N1	1	1	C16H21N5O5	0.0	CHEBI_230411
O=C1CC[C@H](c2ccc(O)c3c2C(=O)[C@@H](O)[C@@H]2O[C@H]32)c2cccc(O)c21	1	1	C20H16O6	0.0	CHEBI_227367
O=C1CN2C(=C1c1ccccc1)NC(=O)c1ccccc12	1	1	C17H12N2O2	0.0	CHEBI_108111
O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1	1	1	C17H16N2OS	0.0	CHEBI_135252
O=C1C[C@@H](O)C2(Oc3cccc4cccc(c34)O2)[C@H]2[C@H]1[C@@H](O)CC[C@H]2O	1	1	C20H20O6	0.0	CHEBI_225858
O=C1C[C@@H](O)[C@@H](Cc2ccccc2)N1	1	1	C11H13NO2	0.0	CHEBI_204321
O=C1C[C@@H](O)[C@H](O)[C@@]23O[C@@]12C1(Oc2cccc4cccc(c24)O1)[C@@H]1O[C@@H]1[C@@H]3O	1	1	C20H16O8	0.0	CHEBI_204711
O=C1C[C@@H]2OCC=C3C[N+]4([O-])CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@@H]64	1	1	C21H22N2O3	0.0	CHEBI_132703
O=C1C[C@@]2(C(=O)O)CC[C@@H]3OC[C@]2(O3)c2c(O)ccc(O)c21	1	1	C15H14O7	0.0	CHEBI_198645
O=C1C[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	1	1	C7H12O5	0.0	CHEBI_111542
O=C1C[C@H](O)[C@H](O)[C@@]23O[C@@]12C1(Oc2cccc4cccc(c24)O1)[C@@H]1O[C@@H]1[C@@H]3O	1	1	C20H16O8	0.0	CHEBI_201938
O=C1C[C@](O)(c2ccccc2)[C@@H](c2cc(O)cc(=O)o2)c2cccc(O)c21	1	1	C21H16O6	0.0	CHEBI_207224
O=C1C[C@]2(C(=O)O)CC[C@H]3OC[C@@]2(O3)c2c(O)ccc(O)c21	1	1	C15H14O7	0.0	CHEBI_204935
O=C1N2CN3C(=O)N4CN5C(=O)N6CN7C(=O)N8CN9C(=O)N%10CN%11C(=O)N%12CN%13C(=O)N%14CN%15C(=O)N%16CN%17C(=O)N%18CN%19C(=O)N%20CN1[C@H]1[C@@H]2N2CN%21C(=O)N(CN%22C(=O)N(CN%23C(=O)N(CN%24C(=O)N(CN%25C(=O)N(CN%26C(=O)N(CN%27C(=O)N(CN%28C(=O)N(CN%29C(=O)N(CN1C2=O)[C@H]%20[C@@H]%29%19)[C@H]%18[C@@H]%28%17)[C@H]%16[C@@H]%27%15)[C@H]%14[C@@H]%26%13)[C@H]%12[C@@H]%25%11)[C@H]%10[C@@H]%249)[C@H]8[C@@H]%237)[C@H]6[C@@H]%225)[C@H]4[C@@H]%213	1	1	C60H60N40O20	0.0	CHEBI_51439
O=C1N=C(c2c[nH]c3ccc(O)cc23)C=C1c1c[nH]c2ccccc12	1	1	C20H13N3O2	0.0	CHEBI_131916
O=C1NC(=Cc2ccc(O)cc2)C(=O)C1C=NCc1ccccc1	1	1	C19H16N2O3	0.0	CHEBI_116966
O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21	1	1	C20H15N3O2	0.0	CHEBI_53110
O=C1NCCCc2c1oc1ccc(O)cc21	1	1	C12H11NO3	0.0	CHEBI_92059
O=C1NCCN1Cc1ccc(Cl)nc1	1	1	C9H10ClN3O	0.0	CHEBI_83544
O=C1NCCc2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)CCNC(=O)/C(=N/O)Cc2cc(Br)c(O)c(c2)Oc2c(Br)cc(cc2Br)C/C1=N/O	1	1	C34H27Br5N4O8	0.0	CHEBI_68322
O=C1NCCc2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)CCNC(=O)/C(=N/O)Cc2cc(Br)c(O)c(c2)Oc2c(Br)cc(cc2Br)C/C1=N\O	1	1	C34H27Br5N4O8	0.0	CHEBI_68321
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O	1	1	C15H11ClN2O2	0.0	CHEBI_7823
O=C1Nc2ccccc2-c2ccccc2N1	1	1	C13H10N2O	0.0	CHEBI_170021
O=C1OC(Cc2ccccc2)=NC1=CO	1	1	C11H9NO3	0.0	CHEBI_61229
O=C1OC(Cc2ccccc2)=NC1=C[O-]	1	1	C11H8NO3-	-1.0	CHEBI_61228
O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21	1	1	C21H13F3N2O4	0.0	CHEBI_91991
O=C1OC(c2ccc(O)cc2)C(O)=C1Cc1ccccc1	1	1	C17H14O4	0.0	CHEBI_183721
O=C1O[C@H](CCCO)Cc2cccc(O)c21	1	1	C12H14O4	0.0	CHEBI_220203
O=C1O[C@H]([C@@H](O)CO)C(O)=C1OP(=O)([O-])[O-].[Mg+2]	1	1	C6H7MgO9P	0.0	CHEBI_81686
O=C1[C@@H](O)C(O)O[C@H](CO)[C@H]1O	1	1	C6H10O6	0.0	CHEBI_55402
O=C1c2c(O)cc(O)cc2OC(c2cccc(OC3OC(C(=O)O)C(O)C(O)C3O)c2)C1OC1OC(CO)C(O)C1O	1	1	C26H28O16	0.0	CHEBI_190891
O=C1c2c(O)cccc2C([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21	1	1	C21H22O9	0.0	CHEBI_73222
O=C1c2c(O)cccc2[C@@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21	1	1	C21H22O9	0.0	CHEBI_74131
O=C1c2c(O)cccc2[C@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21	1	1	C21H22O9	0.0	CHEBI_2991
O=C1c2cc3c(cc2-c2c4c(cc5ccnc1c25)OCO4)OCO3	1	1	C18H9NO5	0.0	CHEBI_132894
O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21	1	1	C14H8O4	0.0	CHEBI_34250
O=C1c2cccc(O)c2N[C@@H](c2c[nH]c3ccccc23)[C@@H]2CCCN12	1	1	C20H19N3O2	0.0	CHEBI_156292
O=C1c2cccc3cccc(c23)C(=O)N1CCCSc1ncn[nH]1	1	1	C17H14N4O2S	0.0	CHEBI_93939
O=C1c2ccccc2-c2n[nH]c3cccc1c23	1	1	C14H8N2O	0.0	CHEBI_90695
O=C1c2ccccc2C(=O)c2c1cc(O)c(CO)c2O	1	1	C15H10O5	0.0	CHEBI_6554
O=C1c2ccccc2C(=O)c2c1cc(O)c(O)c2O	1	1	C14H8O5	0.0	CHEBI_2755
O=C=Nc1ccc(Cc2ccccc2)cc1	1	1	C14H11NO	0.0	CHEBI_55312
O=CC(CO)Cc1ccccc1	1	1	C10H12O2	0.0	CHEBI_193702
O=CC1=C2Nc3ccccc3[C@@]23CC[NH+]2C/C(=C/CO)[C@@H]1C[C@H]23	1	1	C19H21N2O2+	1.0	CHEBI_231652
O=CCCc1cc(O)ccc1O	1	1	C9H10O3	0.0	CHEBI_193714
O=CCCc1cccc(O)c1	1	1	C9H10O2	0.0	CHEBI_193677
O=CCCc1cccc(O)c1O	1	1	C9H10O3	0.0	CHEBI_193713
O=CC[C@H](O)[C@H](O)COP(=O)(O)O	1	1	C5H11O7P	0.0	CHEBI_16132
O=CC[C@H](O)[C@H](O)COP(=O)([O-])[O-]	1	1	C5H9O7P-2	-2.0	CHEBI_57651
O=CN1CCCC1	1	1	C5H9NO	0.0	CHEBI_178202
O=CNCCCCC(NC(=O)C1COC(c2ccccc2O)=N1)C(=O)O	1	1	C17H21N3O6	0.0	CHEBI_205432
O=CN[C@@H](CCC(=O)O)C(=O)O	1	1	C6H9NO5	0.0	CHEBI_48309
O=COCCCc1ccccc1	1	1	C10H12O2	0.0	CHEBI_180396
O=C[C@H](F)[C@@H](O)[C@H](O)[C@H](O)CO	1	1	C6H11FO5	0.0	CHEBI_49135
O=C[C@H](O)[C@@H](O[C@@H]1OC[C@H](O)[C@H](O)[C@H]1O)[C@@H](O)CO	1	1	C10H18O9	0.0	CHEBI_174689
O=C[C@H]([18F])[C@@H](O)[C@H](O)[C@H](O)CO	1	1	C6H11FO5	0.0	CHEBI_49136
O=Cc1cc2cc3nc(cc4ccc(cc5nc(cc1[nH]2)C=C5)[nH]4)C=C3	1	1	C21H14N4O	0.0	CHEBI_52558
O=Cc1cc2ccc(O)cc2c(=O)o1	1	1	C10H6O4	0.0	CHEBI_177957
O=Cc1cc2ccccc2c(=O)o1	1	1	C10H6O3	0.0	CHEBI_173471
O=Cc1cc2ccccc2o1	1	1	C9H6O2	0.0	CHEBI_193658
O=NN1C[C@H](O)C[C@H]1C(=O)O	1	1	C5H8N2O4	0.0	CHEBI_82513
O=P(O)(O)C(Cl)(Cl)P(=O)(O)O	1	1	CH4Cl2O6P2	0.0	CHEBI_110423
O=P(O)(O)OC[C@H]1OC(OP(=O)(O)O)[C@H](O)[C@@H]1O	1	1	C5H12O11P2	0.0	CHEBI_17994
O=P(O)(O)OC[C@H]1O[C@H](O)C[C@@H]1OP(=O)(O)OC[C@H]1O[C@H](O)C[C@@H]1O	1	1	C10H20O13P2	0.0	CHEBI_132205
O=P(O)(O)OC[C@H]1O[C@H](OP(=O)(O)O)[C@H](O)[C@@H]1O	1	1	C5H12O11P2	0.0	CHEBI_68819
O=P(O)(O)[C@H](O)c1ccc2ccccc2c1	1	1	C11H11O4P	0.0	CHEBI_94580
O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	1	1	C20H9F34O4P	0.0	CHEBI_83540
O=P([O-])(O)C(Cl)(Cl)P(=O)([O-])O	1	1	CH2Cl2O6P2-2	-2.0	CHEBI_59585
O=P([O-])(O)O.[Na+]	1	1	H2NaO4P	0.0	CHEBI_37585
O=P([O-])([O-])OC[C@H]1OC(OP(=O)([O-])[O-])[C@H](O)[C@@H]1O	1	1	C5H8O11P2-4	-4.0	CHEBI_58345
O=P([O-])([O-])OC[C@H]1O[C@H](OP(=O)([O-])[O-])[C@H](O)[C@@H]1O	1	1	C5H8O11P2-4	-4.0	CHEBI_68688
O=S(=O)(Nc1ccccn1)c1ccc(NO)cc1	1	1	C11H11N3O3S	0.0	CHEBI_61021
O=S(=O)(O)COc1ccccn1	1	1	C6H7NO4S	0.0	CHEBI_1274
O=S(=O)(O)O/N=C(\CCCc1ccccc1)SC1OC(CO)C(O)C(O)C1O	1	1	C16H23NO9S2	0.0	CHEBI_191822
O=S(=O)(O)OC/C=C/c1cccc(O)c1	1	1	C9H10O5S	0.0	CHEBI_193821
O=S(=O)(O)c1ccc(/N=N/c2ccccc2)cc1	1	1	C12H10N2O3S	0.0	CHEBI_58975
O=S(=O)(O)c1ccccc1/N=N/c1ccccc1S(=O)(=O)O	1	1	C12H10N2O6S2	0.0	CHEBI_63947
O=S(=O)([O-])CCN(CCO)CCO	1	1	C6H14NO5S-	-1.0	CHEBI_39046
O=S(=O)([O-])[S-].[Na+].[Na+]	1	1	Na2O3S2	0.0	CHEBI_132112
O=S(=O)([O-])c1ccc(/N=N/c2ccccc2)cc1	1	1	C12H9N2O3S-	-1.0	CHEBI_58976
O=S(=O)([O-])c1ccccc1/N=N/c1ccccc1S(=O)(=O)[O-]	1	1	C12H8N2O6S2-2	-2.0	CHEBI_63950
O=S(=O)=O	1	1	O3S	0.0	CHEBI_29384
O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1	1	1	C7H16N4O4S2	0.0	CHEBI_135173
O=[Br+]	1	1	BrO+	1.0	CHEBI_29873
O=[N+]([O-])c1ccc(N2CCCCC2)s1	1	1	C9H12N2O2S	0.0	CHEBI_121793
O=[N+]([O-])c1ccc(O)cc1[N+](=O)[O-]	1	1	C6H4N2O5	0.0	CHEBI_39358
O=[N+]([O-])c1ccc2c(c1)[nH]c(=S)n2-c1ccccc1	1	1	C13H9N3O2S	0.0	CHEBI_111367
O=[N+]([O-])c1ccc2ccc([N+](=O)[O-])cc2c1	1	1	C10H6N2O4	0.0	CHEBI_50645
O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34	1	1	C16H9NO2	0.0	CHEBI_34107
O=[N+]([O-])c1ccccc1S(=O)(=O)N1CCCCC1	1	1	C11H14N2O4S	0.0	CHEBI_109746
O=[N+]([O-])c1cnc2ccccc2c1Sc1ccccc1	1	1	C15H10N2O2S	0.0	CHEBI_92556
O=[PH2]O	1	1	H3O2P	0.0	CHEBI_29031
O=[PH2][O-]	1	1	H2O2P-	-1.0	CHEBI_29198
O=[PH](O)O	1	1	H3O3P	0.0	CHEBI_44976
O=c1[nH][nH]c(-c2ccccc2O)c1C(C[N+](=O)[O-])c1ccc(Cl)cc1Cl	1	1	C17H13Cl2N3O4	0.0	CHEBI_121541
O=c1[nH]c(=O)c2ncn([C@H]3C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O3)c2[nH]1	1	1	C10H14N4O11P2	0.0	CHEBI_10534
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1Br	1	1	C9H11BrN2O6	0.0	CHEBI_20553
O=c1[nH]c(O)c2cc3ccccc3nc2c1-c1ccc(CO)o1	1	1	C17H12N2O4	0.0	CHEBI_219165
O=c1[nH]c2c(c3ccccc13)CCc1ccccc1-2	1	1	C17H13NO	0.0	CHEBI_187922
O=c1[nH]c2cc(Cl)c(O)cc2o1	1	1	C7H4ClNO3	0.0	CHEBI_184399
O=c1[nH]cc(CCCC(O)CO)c(=O)[nH]1	1	1	C9H14N2O4	0.0	CHEBI_132195
O=c1[nH]cc[nH]1	1	1	C3H4N2O	0.0	CHEBI_51022
O=c1[nH]cnc2c1-c1cccn1CC2	1	1	C10H9N3O	0.0	CHEBI_221146
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[Na+].[Na+]	1	1	C10H11N4Na2O8P	0.0	CHEBI_184785
O=c1c(Cl)c(NCc2ccc(F)cc2)cnn1C12CC3CC(CC(C3)C1)C2	1	1	C21H23ClFN3O	0.0	CHEBI_109676
O=c1c2cc(O)c(O)cc2oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12	1	1	C19H18O11	0.0	CHEBI_6682
O=c1c2cc(O)c(O)cc2oc2cc([O-])c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12	1	1	C19H17O11-	-1.0	CHEBI_194216
O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12	1	1	C18H13N3O	0.0	CHEBI_8922
O=c1cc(-c2cc(O)c(O)c(OS(=O)(=O)O)c2)oc2cc(O)cc(O)c12	1	1	C15H10O10S	0.0	CHEBI_229857
O=c1cc(-c2cc(O)c(O)c(OS(=O)(=O)O)c2)oc2cc(OS(=O)(=O)O)cc(O)c12	1	1	C15H10O13S2	0.0	CHEBI_169884
O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)c(O)c12	1	1	C26H28O14	0.0	CHEBI_75435
O=c1cc(-c2cccc(O)c2)oc2c1ccc1ccccc12	1	1	C19H12O3	0.0	CHEBI_180571
O=c1cc(-c2cccc(OS(=O)(=O)O)c2)oc2cc(O)ccc12	1	1	C15H10O7S	0.0	CHEBI_184194
O=c1cc([OH2+])cc2oc(-c3cccc(OS(=O)(=O)O)c3)c(O)cc1-2	1	1	C15H11O8S+	1.0	CHEBI_193512
O=c1cccc2n1CC1CNCC2C1	1	1	C11H14N2O	0.0	CHEBI_111178
O=c1cccc2n1C[C@@H]1CNC[C@H]2C1	1	1	C11H14N2O	0.0	CHEBI_4055
O=c1cccc2n1C[C@H]1CNCC2C1	1	1	C11H14N2O	0.0	CHEBI_95183
O=c1cccc2n1C[C@H]1C[C@@H]2CN2CC[C@H](O)C[C@H]12	1	1	C15H20N2O2	0.0	CHEBI_2990
O=c1cccc2n1C[C@H]1C[C@H]2CN2CC[C@H](O)C[C@H]12	1	1	C15H20N2O2	0.0	CHEBI_182504
O=c1ccccc(O)c1O	1	1	C7H6O3	0.0	CHEBI_223314
O=c1ccn([C@@H]2O[C@@H]3COP(=O)([O-])O[C@H]4[C@@H](O)[C@H](n5ccc(=O)[nH]c5=O)O[C@@H]4COP(=O)([O-])O[C@H]3[C@H]2O)c(=O)[nH]1	1	1	C18H20N4O16P2-2	-2.0	CHEBI_143807
O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1	1	1	C9H15N2O14P3	0.0	CHEBI_17625
O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]1	1	1	C9H12N2O14P3-3	-3.0	CHEBI_58212
O=c1ccoc(=O)o1	1	1	C4H2O4	0.0	CHEBI_209544
O=c1ccoc([C@H](O)c2ccccc2)c1	1	1	C12H10O3	0.0	CHEBI_207988
O=c1ccoc2cc3c(c(O)c12)OCO3	1	1	C10H6O5	0.0	CHEBI_67361
O=c1oc(-c2ccc(O)cc2)cc(Cc2ccc(O)cc2)c1Cc1ccc(O)cc1O	1	1	C25H20O6	0.0	CHEBI_223895
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23	1	1	C14H6O8	0.0	CHEBI_4775
O=c1oc2cc(OCc3ccc([N+](=O)[O-])cc3)ccc2c2c1CCCC2	1	1	C20H17NO5	0.0	CHEBI_115544
OC(Cc1ccccc1)(c1ccccc1)C(O)(Cc1ccccc1)c1ccccc1	1	1	C28H26O2	0.0	CHEBI_176663
OC(c1ccccc1)c1ccc(Cl)cc1	1	1	C13H11ClO	0.0	CHEBI_35091
OC1c2ccccc2-c2ccccc21	1	1	C13H10O	0.0	CHEBI_16904
OCC(O)CNCCOc1ccccc1O	1	1	C11H17NO4	0.0	CHEBI_190076
OCC1(CCc2ccccc2)CCN(Cc2ccc3nsnc3c2)CC1	1	1	C21H25N3OS	0.0	CHEBI_116913
OCC1C[C@@H](O)C(O)[C@H](O)C1	1	1	C7H14O4	0.0	CHEBI_226407
OCC1OC(OC2C(CO)OC(OC3C(O)C(CO)OC(OC4C(CO)OC(O)C(O)C4O)C3O)C(O)C2O)C(O)C(O)C1O	1	1	C24H42O21	0.0	CHEBI_193928
OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)cc2)C(O)C(O)C1O	1	1	C21H21O10+	1.0	CHEBI_176349
OCC1O[C@@H](Oc2cc(O)c3c(c2)OC(c2ccccc2)CC3)C(O)[C@@H](O)[C@@H]1O	1	1	C21H24O8	0.0	CHEBI_186188
OCC1O[C@@H](Oc2cc(O)cc3[o+]c(-c4ccc(O)cc4)c(O)cc23)C(O)[C@@H](O)[C@H]1O	1	1	C21H21O10+	1.0	CHEBI_176113
OCC1O[C@@H](Oc2cc3c(O)c(O)c(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)C(O)[C@@H](O)[C@@H]1O	1	1	C21H21O13+	1.0	CHEBI_168056
OCCCCCCCCCO	1	1	C9H20O2	0.0	CHEBI_167089
OCCCCCO	1	1	C5H12O2	0.0	CHEBI_185431
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1.[Cl-].[Cl-].[H+].[H+]	1	1	C21H29Cl3N2O2	0.0	CHEBI_5819
OCCc1ccccc1O	1	1	C8H10O2	0.0	CHEBI_64803
OC[C@@H](O)[C@@H]1OC(O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O	1	1	C18H32O16	0.0	CHEBI_147159
OC[C@@H](O)[C@@H]1O[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O	1	1	C18H32O16	0.0	CHEBI_153930
OC[C@@H]1[C@@H](O)[C@H](O)[C@@H]2[C@@H](O)CCN21	1	1	C8H15NO4	0.0	CHEBI_2568
OC[C@@H]1[C@@H](O)[C@H](O)[C@H]2[C@@H](O)CCN21	1	1	C8H15NO4	0.0	CHEBI_2931
OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O	1	1	C24H42O21	0.0	CHEBI_154197
OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@H]3[C@H](O)[C@H](O)[C@H](O[C@H]4[C@H](O)[C@H](O)C(O)O[C@@H]4CO)O[C@@H]3CO)[C@@H](O)[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O	1	1	C30H52O26	0.0	CHEBI_189417
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC[C@H]4O[C@@H](OC[C@H]5O[C@@H](OC[C@H]6OC(O)[C@H](O)[C@@H](O)[C@@H]6O)[C@H](O)[C@@H](O)[C@@H]5O)[C@H](O)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	1	1	C42H72O36	0.0	CHEBI_152168
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](O[C@@H]4[C@@H](O)[C@H](O[C@@H]5[C@@H](O)[C@H](O[C@@H]6[C@@H](O)[C@H](O[C@@H]7[C@@H](O)[C@H](O[C@@H]8[C@@H](O)[C@H](O[C@@H]9[C@@H](O)[C@H](O[C@@H]%10[C@@H](O)[C@H](O[C@@H]%11[C@@H](O)[C@H](O[C@@H]%12[C@@H](O)[C@H](O[C@@H]%13[C@@H](O)[C@H](O[C@@H]%14[C@@H](O)[C@H](O[C@@H]%15[C@@H](O)[C@H](O)O[C@H](CO)[C@H]%15O)O[C@H](CO)[C@H]%14O)O[C@H](CO)[C@H]%13O)O[C@H](CO)[C@H]%12O)O[C@H](CO)[C@H]%11O)O[C@H](CO)[C@H]%10O)O[C@H](CO)[C@H]9O)O[C@H](CO)[C@H]8O)O[C@H](CO)[C@H]7O)O[C@H](CO)[C@H]6O)O[C@H](CO)[C@H]5O)O[C@H](CO)[C@H]4O)O[C@H](CO)[C@H]3O)O[C@H](CO)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	1	1	C90H152O76	0.0	CHEBI_62312
OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](O[C@H]4[C@H](O)[C@@H](O)C(O)O[C@@H]4CO)O[C@H](CO)[C@H]3O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	1	1	C24H42O21	0.0	CHEBI_147627
OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](O[C@H]4[C@H](O)[C@@H](O)[C@H](O)O[C@@H]4CO)O[C@H](CO)[C@H]3O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	1	1	C24H42O21	0.0	CHEBI_153966
OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O	1	1	C21H21O10+	1.0	CHEBI_31967
OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O	1	1	C21H21FO5S	0.0	CHEBI_134724
OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	1	1	C24H42O21	0.0	CHEBI_152308
OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@@H](O)[C@H]3OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	1	1	C18H32O16	0.0	CHEBI_151696
