id1,id2,pair_id,true_class,predicted_class,score_S,correct_prediction
CHEBI_97379,CHEBI_101664,CHEBI_101664_CHEBI_97379,diastereomer,diastereomer,100.0,1
CHEBI_113667,CHEBI_111489,CHEBI_111489_CHEBI_113667,diastereomer,diastereomer,100.0,1
CHEBI_102281,CHEBI_101592,CHEBI_101592_CHEBI_102281,diastereomer,diastereomer,100.0,1
CHEBI_123584,CHEBI_123483,CHEBI_123483_CHEBI_123584,diastereomer,diastereomer,100.0,1
CHEBI_27509,CHEBI_3703,CHEBI_27509_CHEBI_3703,diastereomer,diastereomer,100.0,1
CHEBI_67784,CHEBI_67783,CHEBI_67783_CHEBI_67784,diastereomer,diastereomer,97.0,1
CHEBI_124323,CHEBI_113668,CHEBI_113668_CHEBI_124323,diastereomer,diastereomer,100.0,1
CHEBI_221167,CHEBI_227518,CHEBI_221167_CHEBI_227518,diastereomer,diastereomer,100.0,1
CHEBI_69695,CHEBI_69694,CHEBI_69694_CHEBI_69695,diastereomer,diastereomer,100.0,1
CHEBI_212128,CHEBI_207586,CHEBI_207586_CHEBI_212128,diastereomer,diastereomer,100.0,1
CHEBI_220977,CHEBI_220989,CHEBI_220977_CHEBI_220989,diastereomer,diastereomer,100.0,1
CHEBI_124622,CHEBI_118405,CHEBI_118405_CHEBI_124622,diastereomer,diastereomer,100.0,1
CHEBI_98839,CHEBI_102183,CHEBI_102183_CHEBI_98839,diastereomer,diastereomer,100.0,1
CHEBI_223777,CHEBI_223769,CHEBI_223769_CHEBI_223777,diastereomer,diastereomer,82.0,1
CHEBI_69263,CHEBI_69261,CHEBI_69261_CHEBI_69263,diastereomer,diastereomer,77.0,1
CHEBI_97943,CHEBI_98620,CHEBI_97943_CHEBI_98620,diastereomer,diastereomer,100.0,1
CHEBI_208107,CHEBI_208101,CHEBI_208101_CHEBI_208107,diastereomer,diastereomer,100.0,1
CHEBI_216987,CHEBI_216994,CHEBI_216987_CHEBI_216994,diastereomer,diastereomer,100.0,1
CHEBI_122458,CHEBI_122242,CHEBI_122242_CHEBI_122458,diastereomer,diastereomer,100.0,1
CHEBI_222376,CHEBI_222383,CHEBI_222376_CHEBI_222383,diastereomer,diastereomer,100.0,1
CHEBI_118219,CHEBI_118035,CHEBI_118035_CHEBI_118219,diastereomer,diastereomer,100.0,1
CHEBI_224112,CHEBI_224119,CHEBI_224112_CHEBI_224119,diastereomer,diastereomer,100.0,1
CHEBI_233,CHEBI_228,CHEBI_228_CHEBI_233,diastereomer,diastereomer,100.0,1
CHEBI_136884,CHEBI_136886,CHEBI_136884_CHEBI_136886,diastereomer,diastereomer,100.0,1
CHEBI_216756,CHEBI_227467,CHEBI_216756_CHEBI_227467,diastereomer,diastereomer,100.0,1
CHEBI_67790,CHEBI_67791,CHEBI_67790_CHEBI_67791,diastereomer,diastereomer,100.0,1
CHEBI_68737,CHEBI_68736,CHEBI_68736_CHEBI_68737,diastereomer,diastereomer,100.0,1
CHEBI_99228,CHEBI_101514,CHEBI_101514_CHEBI_99228,diastereomer,diastereomer,100.0,1
