cluster_index,cluster_members,cluster_size,present_members,unmapped_members,mnx_ids_hit,distinct_mnx_ids,n_distinct_mnx_ids,member_to_mnx,classification,jaccard_cluster_vs_mnx
217509,"['chebi:181921', 'chebi:7659', 'keggC:C10776']",3,"['chebi:181921', 'chebi:7659', 'keggC:C10776']",[],"['https://rdf.metanetx.org/chem/MNXM1370682', 'https://rdf.metanetx.org/chem/MNXM1370683']","['https://rdf.metanetx.org/chem/MNXM1370682', 'https://rdf.metanetx.org/chem/MNXM1370683']",2,"{'chebi:181921': 'https://rdf.metanetx.org/chem/MNXM1370682', 'chebi:7659': 'https://rdf.metanetx.org/chem/MNXM1370683', 'keggC:C10776': 'https://rdf.metanetx.org/chem/MNXM1370683'}",mnx_id_disagreement,0.0
218884,"['chebi:232993', 'keggD:D02126']",2,"['chebi:232993', 'keggD:D02126']",[],"['https://rdf.metanetx.org/chem/MNXM1565038', 'https://rdf.metanetx.org/chem/MNXM160487']","['https://rdf.metanetx.org/chem/MNXM1565038', 'https://rdf.metanetx.org/chem/MNXM160487']",2,"{'chebi:232993': 'https://rdf.metanetx.org/chem/MNXM1565038', 'keggD:D02126': 'https://rdf.metanetx.org/chem/MNXM160487'}",mnx_id_disagreement,0.0
219324,"['chebi:195279', 'keggC:C22292']",2,"['chebi:195279', 'keggC:C22292']",[],"['https://rdf.metanetx.org/chem/MNXM1130093', 'https://rdf.metanetx.org/chem/MNXM1372647']","['https://rdf.metanetx.org/chem/MNXM1130093', 'https://rdf.metanetx.org/chem/MNXM1372647']",2,"{'chebi:195279': 'https://rdf.metanetx.org/chem/MNXM1372647', 'keggC:C22292': 'https://rdf.metanetx.org/chem/MNXM1130093'}",mnx_id_disagreement,0.0
219613,"['chebi:174768', 'hmdb:HMDB0060380', 'keggC:C17554']",3,"['chebi:174768', 'hmdb:HMDB0060380', 'keggC:C17554']",[],"['https://rdf.metanetx.org/chem/MNXM739464', 'https://rdf.metanetx.org/chem/MNXM739465']","['https://rdf.metanetx.org/chem/MNXM739464', 'https://rdf.metanetx.org/chem/MNXM739465']",2,"{'chebi:174768': 'https://rdf.metanetx.org/chem/MNXM739465', 'hmdb:HMDB0060380': 'https://rdf.metanetx.org/chem/MNXM739465', 'keggC:C17554': 'https://rdf.metanetx.org/chem/MNXM739464'}",mnx_id_disagreement,0.0
219813,"['hmdb:HMDB0060353', 'keggC:C17561']",2,"['hmdb:HMDB0060353', 'keggC:C17561']",[],"['https://rdf.metanetx.org/chem/MNXM1371794', 'https://rdf.metanetx.org/chem/MNXM736934']","['https://rdf.metanetx.org/chem/MNXM1371794', 'https://rdf.metanetx.org/chem/MNXM736934']",2,"{'hmdb:HMDB0060353': 'https://rdf.metanetx.org/chem/MNXM736934', 'keggC:C17561': 'https://rdf.metanetx.org/chem/MNXM1371794'}",mnx_id_disagreement,0.0
220199,"['chebi:177766', 'keggD:D09037', 'sabiorkM:31253']",3,"['chebi:177766', 'keggD:D09037', 'sabiorkM:31253']",[],"['https://rdf.metanetx.org/chem/MNXM104835', 'https://rdf.metanetx.org/chem/MNXM737281']","['https://rdf.metanetx.org/chem/MNXM104835', 'https://rdf.metanetx.org/chem/MNXM737281']",2,"{'chebi:177766': 'https://rdf.metanetx.org/chem/MNXM104835', 'keggD:D09037': 'https://rdf.metanetx.org/chem/MNXM104835', 'sabiorkM:31253': 'https://rdf.metanetx.org/chem/MNXM737281'}",mnx_id_disagreement,0.0
220272,"['chebi:38904', 'keggC:C19067', 'seedM:cpd20327']",3,"['chebi:38904', 'keggC:C19067', 'seedM:cpd20327']",[],"['https://rdf.metanetx.org/chem/MNXM1584749', 'https://rdf.metanetx.org/chem/MNXM1584750']","['https://rdf.metanetx.org/chem/MNXM1584749', 'https://rdf.metanetx.org/chem/MNXM1584750']",2,"{'chebi:38904': 'https://rdf.metanetx.org/chem/MNXM1584749', 'keggC:C19067': 'https://rdf.metanetx.org/chem/MNXM1584749', 'seedM:cpd20327': 'https://rdf.metanetx.org/chem/MNXM1584750'}",mnx_id_disagreement,0.0
220751,"['chebi:232709', 'SLM:000500638']",2,"['SLM:000500638', 'chebi:232709']",[],"['https://rdf.metanetx.org/chem/MNXM1412349', 'https://rdf.metanetx.org/chem/MNXM327591']","['https://rdf.metanetx.org/chem/MNXM1412349', 'https://rdf.metanetx.org/chem/MNXM327591']",2,"{'SLM:000500638': 'https://rdf.metanetx.org/chem/MNXM327591', 'chebi:232709': 'https://rdf.metanetx.org/chem/MNXM1412349'}",mnx_id_disagreement,0.0
221975,"['chebi:78897', 'keggC:C19307', 'keggD:D12658', 'seedM:cpd20565']",4,"['chebi:78897', 'keggC:C19307', 'keggD:D12658', 'seedM:cpd20565']",[],"['https://rdf.metanetx.org/chem/MNXM1584117', 'https://rdf.metanetx.org/chem/MNXM1584118']","['https://rdf.metanetx.org/chem/MNXM1584117', 'https://rdf.metanetx.org/chem/MNXM1584118']",2,"{'chebi:78897': 'https://rdf.metanetx.org/chem/MNXM1584117', 'keggC:C19307': 'https://rdf.metanetx.org/chem/MNXM1584117', 'keggD:D12658': 'https://rdf.metanetx.org/chem/MNXM1584117', 'seedM:cpd20565': 'https://rdf.metanetx.org/chem/MNXM1584118'}",mnx_id_disagreement,0.0
222736,"['chebi:24221', 'hmdb:HMDB0247145', 'sabiorkM:11956']",3,"['chebi:24221', 'hmdb:HMDB0247145', 'sabiorkM:11956']",[],"['https://rdf.metanetx.org/chem/MNXM740316', 'https://rdf.metanetx.org/chem/MNXM740317']","['https://rdf.metanetx.org/chem/MNXM740316', 'https://rdf.metanetx.org/chem/MNXM740317']",2,"{'chebi:24221': 'https://rdf.metanetx.org/chem/MNXM740316', 'hmdb:HMDB0247145': 'https://rdf.metanetx.org/chem/MNXM740316', 'sabiorkM:11956': 'https://rdf.metanetx.org/chem/MNXM740317'}",mnx_id_disagreement,0.0
222863,"['hmdb:HMDB0251863', 'sabiorkM:11005']",2,"['hmdb:HMDB0251863', 'sabiorkM:11005']",[],"['https://rdf.metanetx.org/chem/MNXM1509784', 'https://rdf.metanetx.org/chem/MNXM731519']","['https://rdf.metanetx.org/chem/MNXM1509784', 'https://rdf.metanetx.org/chem/MNXM731519']",2,"{'hmdb:HMDB0251863': 'https://rdf.metanetx.org/chem/MNXM1509784', 'sabiorkM:11005': 'https://rdf.metanetx.org/chem/MNXM731519'}",mnx_id_disagreement,0.0
223254,"['chebi:138950', 'seedM:cpd35860']",2,"['chebi:138950', 'seedM:cpd35860']",[],"['https://rdf.metanetx.org/chem/MNXM1372170', 'https://rdf.metanetx.org/chem/MNXM1372171']","['https://rdf.metanetx.org/chem/MNXM1372170', 'https://rdf.metanetx.org/chem/MNXM1372171']",2,"{'chebi:138950': 'https://rdf.metanetx.org/chem/MNXM1372170', 'seedM:cpd35860': 'https://rdf.metanetx.org/chem/MNXM1372171'}",mnx_id_disagreement,0.0
223380,"['chebi:23673', 'hmdb:HMDB0242532', 'sabiorkM:5171']",3,"['chebi:23673', 'hmdb:HMDB0242532', 'sabiorkM:5171']",[],"['https://rdf.metanetx.org/chem/MNXM14150', 'https://rdf.metanetx.org/chem/MNXM644']","['https://rdf.metanetx.org/chem/MNXM14150', 'https://rdf.metanetx.org/chem/MNXM644']",2,"{'chebi:23673': 'https://rdf.metanetx.org/chem/MNXM14150', 'hmdb:HMDB0242532': 'https://rdf.metanetx.org/chem/MNXM14150', 'sabiorkM:5171': 'https://rdf.metanetx.org/chem/MNXM644'}",mnx_id_disagreement,0.0
223812,"['chebi:125427', 'hmdb:HMDB0242363', 'sabiorkM:5721']",3,"['chebi:125427', 'hmdb:HMDB0242363', 'sabiorkM:5721']",[],"['https://rdf.metanetx.org/chem/MNXM1370932', 'https://rdf.metanetx.org/chem/MNXM487967']","['https://rdf.metanetx.org/chem/MNXM1370932', 'https://rdf.metanetx.org/chem/MNXM487967']",2,"{'chebi:125427': 'https://rdf.metanetx.org/chem/MNXM487967', 'hmdb:HMDB0242363': 'https://rdf.metanetx.org/chem/MNXM487967', 'sabiorkM:5721': 'https://rdf.metanetx.org/chem/MNXM1370932'}",mnx_id_disagreement,0.0
223813,"['chebi:93988', 'SLM:000000475']",2,"['SLM:000000475', 'chebi:93988']",[],"['https://rdf.metanetx.org/chem/MNXM1370932', 'https://rdf.metanetx.org/chem/MNXM487967']","['https://rdf.metanetx.org/chem/MNXM1370932', 'https://rdf.metanetx.org/chem/MNXM487967']",2,"{'SLM:000000475': 'https://rdf.metanetx.org/chem/MNXM1370932', 'chebi:93988': 'https://rdf.metanetx.org/chem/MNXM487967'}",mnx_id_disagreement,0.0
224056,"['hmdb:HMDB0256860', 'sabiorkM:7532']",2,"['hmdb:HMDB0256860', 'sabiorkM:7532']",[],"['https://rdf.metanetx.org/chem/MNXM730388', 'https://rdf.metanetx.org/chem/MNXM730389']","['https://rdf.metanetx.org/chem/MNXM730388', 'https://rdf.metanetx.org/chem/MNXM730389']",2,"{'hmdb:HMDB0256860': 'https://rdf.metanetx.org/chem/MNXM730389', 'sabiorkM:7532': 'https://rdf.metanetx.org/chem/MNXM730388'}",mnx_id_disagreement,0.0
224728,"['chebi:86465', 'hmdb:HMDB0303578', 'keggD:D01724']",3,"['chebi:86465', 'hmdb:HMDB0303578', 'keggD:D01724']",[],"['https://rdf.metanetx.org/chem/MNXM1584106', 'https://rdf.metanetx.org/chem/MNXM1584107']","['https://rdf.metanetx.org/chem/MNXM1584106', 'https://rdf.metanetx.org/chem/MNXM1584107']",2,"{'chebi:86465': 'https://rdf.metanetx.org/chem/MNXM1584107', 'hmdb:HMDB0303578': 'https://rdf.metanetx.org/chem/MNXM1584107', 'keggD:D01724': 'https://rdf.metanetx.org/chem/MNXM1584106'}",mnx_id_disagreement,0.0
224793,"['chebi:16160', 'keggC:C01118', 'sabiorkM:32172']",3,"['chebi:16160', 'keggC:C01118', 'sabiorkM:32172']",[],"['https://rdf.metanetx.org/chem/MNXM1133080', 'https://rdf.metanetx.org/chem/MNXM820']","['https://rdf.metanetx.org/chem/MNXM1133080', 'https://rdf.metanetx.org/chem/MNXM820']",2,"{'chebi:16160': 'https://rdf.metanetx.org/chem/MNXM820', 'keggC:C01118': 'https://rdf.metanetx.org/chem/MNXM820', 'sabiorkM:32172': 'https://rdf.metanetx.org/chem/MNXM1133080'}",mnx_id_disagreement,0.0
225082,"['chebi:50068', 'keggC:C18224', 'lipidmapsM:LMPR0104030007', 'sabiorkM:30179', 'seedM:cpd19492']",5,"['chebi:50068', 'keggC:C18224', 'lipidmapsM:LMPR0104030007', 'sabiorkM:30179', 'seedM:cpd19492']",[],"['https://rdf.metanetx.org/chem/MNXM1099719', 'https://rdf.metanetx.org/chem/MNXM4830']","['https://rdf.metanetx.org/chem/MNXM1099719', 'https://rdf.metanetx.org/chem/MNXM4830']",2,"{'chebi:50068': 'https://rdf.metanetx.org/chem/MNXM4830', 'keggC:C18224': 'https://rdf.metanetx.org/chem/MNXM4830', 'lipidmapsM:LMPR0104030007': 'https://rdf.metanetx.org/chem/MNXM4830', 'sabiorkM:30179': 'https://rdf.metanetx.org/chem/MNXM1099719', 'seedM:cpd19492': 'https://rdf.metanetx.org/chem/MNXM4830'}",mnx_id_disagreement,0.0
225083,"['chebi:29518', 'keggC:C11891', 'seedM:cpd08689']",3,"['chebi:29518', 'keggC:C11891', 'seedM:cpd08689']",[],"['https://rdf.metanetx.org/chem/MNXM1372024', 'https://rdf.metanetx.org/chem/MNXM1372025']","['https://rdf.metanetx.org/chem/MNXM1372024', 'https://rdf.metanetx.org/chem/MNXM1372025']",2,"{'chebi:29518': 'https://rdf.metanetx.org/chem/MNXM1372024', 'keggC:C11891': 'https://rdf.metanetx.org/chem/MNXM1372024', 'seedM:cpd08689': 'https://rdf.metanetx.org/chem/MNXM1372025'}",mnx_id_disagreement,0.0
225481,"['chebi:51040', 'keggD:D05040']",2,"['chebi:51040', 'keggD:D05040']",[],"['https://rdf.metanetx.org/chem/MNXM1584177', 'https://rdf.metanetx.org/chem/MNXM1584178']","['https://rdf.metanetx.org/chem/MNXM1584177', 'https://rdf.metanetx.org/chem/MNXM1584178']",2,"{'chebi:51040': 'https://rdf.metanetx.org/chem/MNXM1584178', 'keggD:D05040': 'https://rdf.metanetx.org/chem/MNXM1584177'}",mnx_id_disagreement,0.0
228125,"['chebi:52490', 'keggC:C16244', 'vmhM:copre7']",3,"['chebi:52490', 'keggC:C16244', 'vmhM:copre7']",[],"['https://rdf.metanetx.org/chem/MNXM1582181', 'https://rdf.metanetx.org/chem/MNXM1583319', 'https://rdf.metanetx.org/chem/MNXM1583320']","['https://rdf.metanetx.org/chem/MNXM1582181', 'https://rdf.metanetx.org/chem/MNXM1583319', 'https://rdf.metanetx.org/chem/MNXM1583320']",3,"{'chebi:52490': 'https://rdf.metanetx.org/chem/MNXM1583319', 'keggC:C16244': 'https://rdf.metanetx.org/chem/MNXM1583320', 'vmhM:copre7': 'https://rdf.metanetx.org/chem/MNXM1582181'}",mnx_id_disagreement,0.0
228166,"['chebi:58474', 'seedM:cpd04378']",2,"['chebi:58474', 'seedM:cpd04378']",[],"['https://rdf.metanetx.org/chem/MNXM1364738', 'https://rdf.metanetx.org/chem/MNXM1364739']","['https://rdf.metanetx.org/chem/MNXM1364738', 'https://rdf.metanetx.org/chem/MNXM1364739']",2,"{'chebi:58474': 'https://rdf.metanetx.org/chem/MNXM1364738', 'seedM:cpd04378': 'https://rdf.metanetx.org/chem/MNXM1364739'}",mnx_id_disagreement,0.0
228305,"['chebi:81311', 'hmdb:HMDB0302131', 'keggC:C17746', 'seedM:cpd17843']",4,"['chebi:81311', 'hmdb:HMDB0302131', 'keggC:C17746', 'seedM:cpd17843']",[],"['https://rdf.metanetx.org/chem/MNXM1370802', 'https://rdf.metanetx.org/chem/MNXM1370803']","['https://rdf.metanetx.org/chem/MNXM1370802', 'https://rdf.metanetx.org/chem/MNXM1370803']",2,"{'chebi:81311': 'https://rdf.metanetx.org/chem/MNXM1370802', 'hmdb:HMDB0302131': 'https://rdf.metanetx.org/chem/MNXM1370802', 'keggC:C17746': 'https://rdf.metanetx.org/chem/MNXM1370802', 'seedM:cpd17843': 'https://rdf.metanetx.org/chem/MNXM1370803'}",mnx_id_disagreement,0.0
228515,"['chebi:94427', 'hmdb:HMDB0249769', 'sabiorkM:9008']",3,"['chebi:94427', 'hmdb:HMDB0249769', 'sabiorkM:9008']",[],"['https://rdf.metanetx.org/chem/MNXM729554', 'https://rdf.metanetx.org/chem/MNXM729555']","['https://rdf.metanetx.org/chem/MNXM729554', 'https://rdf.metanetx.org/chem/MNXM729555']",2,"{'chebi:94427': 'https://rdf.metanetx.org/chem/MNXM729555', 'hmdb:HMDB0249769': 'https://rdf.metanetx.org/chem/MNXM729555', 'sabiorkM:9008': 'https://rdf.metanetx.org/chem/MNXM729554'}",mnx_id_disagreement,0.0
